price,surface,rooms,governorate,property_type
420000.0,250.0,3,Ariana,House
320000.0,146.0,3,Nabeul,Appart
250000.0,100.0,3,Tunis,House
920000.0,500.0,4,Nabeul,House
890000.0,485.0,4,Nabeul,House
980000.0,1000.0,4,Ariana,House
335000.0,93.0,1,Nabeul,Appart
370000.0,116.0,2,Nabeul,Appart
290000.0,96.0,3,Nabeul,Appart
550000.0,300.0,4,Ben Arous,House
780000.0,609.0,4,Tunis,House
475000.0,160.0,3,Ariana,Appart
820000.0,200.0,4,Nabeul,House
315000.0,52.0,1,Tunis,Appart
350000.0,110.0,2,Tunis,Appart
120000.0,60.0,3,Tunis,Appart
250000.0,180.0,4,Tunis,House
1600000.0,180.0,2,Tunis,House
490000.0,160.0,3,Nabeul,Appart
1600000.0,280.0,4,Nabeul,House
450000.0,124.0,2,Nabeul,Appart
600000.0,220.0,3,Nabeul,House
490000.0,160.0,3,Nabeul,Appart
980000.0,340.0,5,Nabeul,House
490000.0,130.0,2,Nabeul,Appart
450000.0,127.0,2,Nabeul,Appart
690000.0,600.0,3,Nabeul,House
365000.0,190.0,3,Nabeul,Appart
335000.0,190.0,3,Nabeul,Appart
660000.0,210.0,3,Nabeul,House
182000.0,90.0,3,Ben Arous,Appart
170000.0,120.0,2,Nabeul,Appart
650000.0,165.0,3,Tunis,Appart
625000.0,102.0,2,Nabeul,Appart
180000.0,65.0,1,Ariana,Appart
140000.0,50.0,1,Mahdia,Appart
1850000.0,800.0,7,Tunis,House
980000.0,340.0,4,Nabeul,House
486000.0,120.0,2,Nabeul,Appart
600000.0,150.0,2,Nabeul,Appart
369000.0,100.0,2,Nabeul,Appart
660000.0,205.0,3,Nabeul,House
1100000.0,280.0,3,Nabeul,House
290000.0,87.0,1,Tunis,Appart
950000.0,230.0,4,Tunis,House
2500000.0,598.0,4,Tunis,House
360000.0,107.0,3,Ariana,Appart
227000.0,113.0,2,Sfax,Appart
285000.0,75.0,1,Nabeul,Appart
590000.0,217.0,2,Nabeul,Appart
895000.0,219.0,4,Nabeul,Appart
1070000.0,286.0,3,Tunis,Appart
490000.0,200.0,4,Sousse,Appart
200000.0,130.0,2,Nabeul,Appart
385000.0,132.0,2,Nabeul,Appart
870000.0,220.0,2,Tunis,Appart
350000.0,292.0,3,Nabeul,House
740000.0,100.0,2,Tunis,Appart
690000000.0,400.0,7,Tunis,House
850000.0,220.0,3,Mednine,Appart
475000.0,180.0,2,Mednine,Appart
150000.0,130.0,2,Monastir,House
730000.0,174.0,3,Tunis,Appart
1050000.0,280.0,4,Nabeul,House
990000.0,480.0,4,Nabeul,House
890000.0,265.0,4,Nabeul,House
450000.0,442.0,3,Nabeul,House
1780000.0,800.0,6,Tunis,House
1900000.0,400.0,5,Tunis,House
150000.0,54.0,1,Ariana,Appart
120000.0,70.0,2,Tunis,Appart
220000.0,140.0,3,Tunis,Appart
600000.0,190.0,4,Ariana,Appart
180000.0,54.0,1,Tunis,Appart
285000.0,50.0,2,Ariana,Appart
260000.0,97.0,2,Tunis,Appart
205000.0,187.0,4,Tunis,House
410000.0,138.0,3,Ben Arous,Appart
800000.0,158.0,3,Tunis,Appart
87000.0,75.0,2,Monastir,Appart
500000.0,220.0,3,Ariana,Appart
680000.0,170.0,3,Mednine,House
85000.0,70.0,2,Sousse,Appart
576800.0,250.0,2,Sousse,House
850000.0,280.0,3,Nabeul,House
420000.0,150.0,3,Mednine,House
920000.0,130.0,3,Tunis,Appart
365000.0,97.0,2,Tunis,Appart
515000.0,160.0,3,Tunis,Appart
110500.0,71.0,2,Monastir,Appart
83000.0,46.0,1,Monastir,Appart
690000.0,170.0,2,Tunis,Appart
280000.0,104.0,3,Tunis,House
570000.0,307.0,9,Tunis,Appart
690000.0,147.0,2,Tunis,Appart
550000.0,155.0,3,Tunis,Appart
1750000.0,300.0,4,Tunis,House
625000.0,125.0,2,Tunis,Appart
650000.0,485.0,6,Ben Arous,House
170000.0,120.0,3,Tunis,Appart
470000.0,166.0,3,Ariana,Appart
230000.0,60.0,1,Ariana,Appart
169000.0,100.0,2,Monastir,Appart
880000.0,300.0,4,Nabeul,House
756000.0,420.0,4,Nabeul,House
450000.0,350.0,2,Ariana,House
385000.0,55.0,1,Tunis,Appart
178000.0,51.0,1,Tunis,Appart
370000.0,61.0,1,Tunis,Appart
265000.0,146.0,3,Tunis,Appart
175000.0,67.0,1,Tunis,Appart
540000.0,192.0,2,Nabeul,Appart
136000.0,80.0,2,Monastir,Appart
290000.0,100.0,2,Tunis,House
1300000.0,225.0,4,Tunis,Appart
3250000.0,650.0,6,Nabeul,House
618000.0,181.0,2,Sousse,Appart
275000.0,85.0,2,Sousse,Appart
1480000.0,450.0,14,Tunis,House
460000.0,80.0,1,Tunis,Appart
9000000.0,1400.0,5,Tunis,House
3900000.0,730.0,5,Tunis,House
850000.0,176.0,3,Tunis,Appart
130000.0,84.0,2,Tunis,Appart
185000.0,46.0,1,Ariana,Appart
550000.0,180.0,4,Ariana,Appart
160000.0,120.0,6,Sousse,House
350000.0,180.0,4,Mahdia,House
277000.0,68.0,1,Nabeul,Appart
690000.0,560.0,12,Ben Arous,House
435000.0,91.0,2,Tunis,Appart
280000.0,91.0,1,Ariana,Appart
595000.0,177.0,3,Sousse,Appart
260000.0,100.0,3,Tunis,Appart
3500000.0,400.0,6,Mednine,House
185000.0,91.0,2,Ariana,Appart
208000.0,100.0,2,Ariana,Appart
570000.0,300.0,3,Ariana,House
465000.0,136.0,3,Tunis,Appart
820000.0,640.0,10,Ariana,House
207400.0,122.0,3,Sousse,Appart
430000.0,170.0,3,Ariana,House
1850000.0,379.0,4,Tunis,House
550000.0,332.0,4,Nabeul,House
1700000.0,400.0,2,Tunis,House
226000.0,64.0,1,Tunis,Appart
530000.0,340.0,5,Sousse,House
800000.0,500.0,6,Sousse,House
1400000.0,640.0,5,Tunis,House
584000.0,106.0,2,Tunis,Appart
458000.0,117.0,3,Tunis,Appart
890000.0,240.0,4,Nabeul,House
120000.0,120.0,2,Nabeul,House
2800000.0,450.0,5,Tunis,House
2000000.0,900.0,1,Ben Arous,Appart
298000.0,99.0,2,Sousse,Appart
850000000.0,160.0,3,Tunis,Appart
529700.0,125.0,3,Mednine,House
351450.0,102.0,3,Mednine,House
1148560.0,402.0,4,Mednine,House
1095700.0,350.0,7,Mednine,House
610400.0,235.0,3,Mednine,House
447900.0,173.0,3,Mednine,House
130000.0,150.0,4,Tunis,House
210000.0,88.0,2,Ariana,Appart
1500000.0,291.0,4,Tunis,House
430000.0,120.0,3,Tunis,Appart
138000.0,100.0,2,Nabeul,Appart
1200000.0,300.0,4,Tunis,House
5000000.0,680.0,5,Tunis,House
200000.0,108.0,4,Manouba,House
430000.0,250.0,12,Monastir,Appart
260000.0,97.0,1,Tunis,Appart
300000.0,220.0,6,Mednine,House
698000.0,300.0,5,Mednine,House
630000.0,180.0,3,Mednine,House
430000.0,125.0,2,Tunis,Appart
1500000.0,400.0,5,Tunis,House
414900.0,118.0,3,Mednine,House
539500.0,139.0,3,Mednine,House
1650000.0,387.0,2,Tunis,House
1800000.0,300.0,4,Tunis,House
1008390.0,174.0,4,Tunis,Appart
1400000.0,234.0,2,Tunis,House
550000.0,207.0,4,Ariana,Appart
730000.0,288.0,4,Nabeul,Appart
220000.0,115.0,2,Sousse,Appart
385000.0,118.0,2,Tunis,Appart
570000.0,135.0,2,Nabeul,Appart
650000.0,133.0,2,Nabeul,Appart
240000.0,122.0,2,Ben Arous,Appart
730000.0,172.0,3,Tunis,Appart
430000.0,99.0,3,Monastir,Appart
290000.0,111.0,2,Mahdia,Appart
430000.0,275.0,4,Sousse,House
550000.0,257.0,2,Nabeul,House
2800000.0,930.0,5,Sousse,House
190000.0,50.0,1,Tunis,Appart
350000.0,90.0,2,Nabeul,Appart
580000.0,147.0,3,Ariana,Appart
420000.0,108.0,3,Tunis,Appart
330000.0,86.0,1,Nabeul,Appart
445000.0,113.0,2,Nabeul,Appart
600000.0,154.0,2,Tunis,Appart
850000.0,200.0,5,Ben Arous,House
880000.0,280.0,3,Tunis,House
499000.0,720.0,4,Nabeul,House
160000.0,70.0,2,Tunis,Appart
115000.0,50.0,1,Tunis,Appart
380000.0,180.0,3,Ariana,House
1450000.0,450.0,10,Sousse,Appart
1200000.0,652.0,5,Ariana,House
450000.0,150.0,3,Ariana,Appart
660000.0,220.0,4,Tunis,Appart
210000.0,85.0,2,Ariana,Appart
119999.0,80.0,2,Ariana,Appart
980000.0,250.0,5,Ariana,House
430000.0,117.0,2,Tunis,Appart
820000.0,246.0,4,Nabeul,House
470000.0,129.0,2,Nabeul,Appart
610000.0,180.0,4,Tunis,House
435000.0,136.0,2,Sousse,Appart
270000.0,82.0,1,Sousse,Appart
355000.0,127.0,2,Sousse,Appart
393000.0,123.0,2,Sousse,Appart
600000.0,198.0,3,Mednine,House
120000000.0,1100.0,4,Nabeul,House
600000.0,235.0,2,Sousse,Appart
85000.0,50.0,2,Tunis,Appart
290000.0,121.0,3,Ben Arous,Appart
125000000.0,345.0,4,Nabeul,House
90000.0,65.0,3,Tunis,Appart
350000.0,107.0,2,Nabeul,Appart
230000.0,100.0,3,Sousse,Appart
325000.0,134.0,3,Tunis,Appart
1700000.0,426.0,6,Ariana,House
690000.0,168.0,2,Nabeul,Appart
2600000.0,700.0,9,Ariana,House
260000.0,80.0,2,Sousse,Appart
380000.0,135.0,3,Tunis,Appart
1800000.0,586.0,6,Ariana,House
650000.0,124.0,14,Tunis,Appart
690000.0,200.0,3,Nabeul,House
350000.0,105.0,4,Tunis,House
1450000.0,420.0,11,Sousse,House
1500000.0,200.0,3,Tunis,House
1500000.0,344.0,3,Ariana,House
220000.0,150.0,4,Tunis,Appart
1560000.0,220.0,4,Tunis,House
340000.0,63.0,1,Tunis,Appart
550000.0,650.0,6,Nabeul,House
1300000.0,600.0,5,Nabeul,House
500000.0,115.0,2,Tunis,Appart
335000.0,150.0,3,Ariana,Appart
585000.0,162.0,3,Nabeul,Appart
450000.0,122.0,2,Tunis,Appart
200000.0,184.0,5,Tunis,House
240000.0,70.0,1,Ariana,Appart
670000.0,180.0,3,Tunis,Appart
390000.0,160.0,4,Nabeul,House
550000.0,300.0,5,Ben Arous,House
570000.0,170.0,3,Tunis,Appart
1220000.0,188.0,4,Tunis,Appart
1100000.0,400.0,7,Ben Arous,House
780000.0,280.0,4,Nabeul,House
158000.0,85.0,2,Sousse,Appart
520000.0,162.0,3,Ariana,Appart
450000.0,122.0,2,Tunis,Appart
250000.0,250.0,2,Tunis,House
208000.0,100.0,3,Ariana,Appart
330000.0,200.0,3,Nabeul,Appart
1450000.0,289.0,3,Tunis,Appart
180000.0,362.0,4,Sousse,House
205000.0,108.0,2,Ben Arous,Appart
1500000.0,540.0,5,Nabeul,House
2100000.0,350.0,4,Tunis,House
450000.0,160.0,3,Tunis,Appart
750000.0,300.0,4,Nabeul,House
1250000.0,370.0,4,Nabeul,House
195000.0,100.0,2,Nabeul,Appart
1500000.0,700.0,3,Ariana,House
650000.0,100.0,4,Tunis,House
340000.0,100.0,3,Sousse,Appart
335000.0,67.0,1,Tunis,Appart
1750000.0,334.0,7,Ariana,House
235000.0,80.0,2,Tunis,House
1400000.0,700.0,2,Sousse,Appart
3600000.0,950.0,8,Nabeul,House
1300000.0,375.0,5,Tunis,House
2200000.0,500.0,3,Tunis,House
650000.0,165.0,3,Tunis,Appart
120000.0,178.0,2,Nabeul,Appart
2575000.0,1255.0,4,Monastir,House
1236000.0,350.0,6,Sousse,House
415000.0,126.0,3,Sousse,Appart
2650000.0,800.0,4,Sousse,House
260000.0,148.0,3,Sfax,Appart
950000.0,600.0,12,Ben Arous,House
490000.0,160.0,3,Nabeul,Appart
475000.0,90.0,2,Tunis,Appart
1200000.0,800.0,4,Nabeul,House
520000.0,133.0,2,Tunis,Appart
1580000.0,551.0,1,Ariana,House
650000.0,500.0,9,Ben Arous,House
650000.0,500.0,1,Manouba,Appart
1020000.0,260.0,4,Tunis,Appart
900000.0,250.0,4,Sousse,House
390000.0,257.0,2,Nabeul,House
1200000.0,178.0,3,Tunis,Appart
460000.0,218.0,4,Nabeul,House
1150000.0,290.0,3,Nabeul,House
325000.0,133.0,4,Tunis,Appart
1100000.0,350.0,4,Nabeul,House
430000.0,135.0,3,Nabeul,Appart
530000.0,160.0,3,Mednine,House
340000.0,144.0,3,Tunis,Appart
195000.0,135.0,4,Ariana,Appart
170000.0,65.0,1,Tunis,Appart
410000.0,130.0,2,Ariana,Appart
295000.0,82.0,2,Mahdia,Appart
470000.0,140.0,2,Tunis,Appart
230000.0,92.0,2,Tunis,Appart
232500.0,62.0,1,Tunis,Appart
2100000.0,331.0,4,Tunis,House
325000.0,101.0,4,Tunis,Appart
436000.0,100.0,1,Tunis,Appart
290000.0,287.0,4,Tunis,Appart
370000.0,73.0,1,Tunis,Appart
430000.0,113.0,2,Tunis,Appart
340000.0,157.0,3,Ariana,Appart
560000.0,161.0,3,Sousse,Appart
320000.0,90.0,2,Ariana,Appart
195000.0,70.0,2,Nabeul,Appart
378400.0,165.0,3,Mednine,House
457500.0,1000.0,3,Mednine,House
734850.0,220.0,4,Mednine,House
448000.0,182.0,2,Tunis,Appart
4100000.0,1080.0,8,Tunis,House
950000.0,417.0,4,Ariana,House
200000.0,135.0,1,Sousse,House
350000.0,107.0,2,Nabeul,Appart
460000.0,167.0,3,Sousse,Appart
475000.0,95.0,2,Tunis,Appart
420000.0,157.0,3,Nabeul,House
265000.0,150.0,3,Sfax,Appart
530000.0,220.0,4,Ariana,Appart
1050000.0,139.0,1,Tunis,Appart
1500000.0,250.0,4,Tunis,House
1000000.0,731.0,4,Tunis,House
825000.0,158.0,3,Tunis,Appart
4300000.0,400.0,6,Tunis,House
2000000.0,214.0,3,Tunis,House
380000.0,154.0,3,Tunis,Appart
323100.0,118.0,3,Mednine,House
512300.0,167.0,3,Mednine,House
258900.0,176.0,3,Mednine,House
800000.0,137.0,2,Tunis,Appart
1400000.0,594.0,3,Sousse,House
3200000.0,400.0,5,Tunis,House
400000.0,125.0,2,Tunis,Appart
270000.0,140.0,3,Sousse,Appart
1600000.0,700.0,4,Sousse,House
220000.0,115.0,4,Monastir,House
4400000.0,550.0,4,Tunis,House
430000.0,622.0,3,Ben Arous,House
2000000.0,600.0,4,Sousse,House
26000.0,103.0,3,Nabeul,Appart
1600000.0,480.0,8,Tunis,House
1270000.0,573.0,4,Ariana,House
550000.0,399.0,3,Ben Arous,House
560000.0,240.0,3,Mednine,House
1030000.0,200.0,3,Tunis,Appart
370000.0,175.0,4,Tunis,Appart
1850000.0,450.0,5,Nabeul,House
1650000.0,400.0,3,Tunis,House
785000.0,290.0,2,Nabeul,House
400000.0,150.0,3,Ben Arous,House
270000.0,62.0,1,Sousse,Appart
165000.0,62.0,1,Ariana,Appart
420000.0,150.0,3,Nabeul,House
750000.0,597.0,6,Ben Arous,House
480000.0,350.0,4,Ben Arous,House
740000.0,112.0,3,Tunis,Appart
276000.0,67.0,1,Tunis,Appart
470000.0,182.0,2,Nabeul,House
1400000.0,560.0,6,Ariana,House
280000.0,61.0,1,Tunis,Appart
950000.0,450.0,4,Nabeul,House
1400000.0,280.0,3,Tunis,Appart
1270000.0,225.0,3,Tunis,Appart
70000.0,54.0,1,Sfax,Appart
150000.0,82.0,2,Ben Arous,Appart
2800000.0,140.0,3,Tunis,House
335000.0,114.0,2,Ariana,Appart
180000.0,82.0,4,Kairouan,House
670000.0,130.0,2,Tunis,Appart
1240000.0,550.0,5,Nabeul,House
800000.0,102.0,2,Tunis,Appart
370000.0,100.0,5,Ariana,House
1300000.0,300.0,6,Ariana,House
950000.0,250.0,5,Tunis,House
425000.0,180.0,2,Nabeul,House
120000.0,120.0,3,Tunis,Appart
260000.0,110.0,3,Nabeul,Appart
180000.0,80.0,3,Ariana,Appart
69000.0,58.0,1,Tunis,Appart
650000.0,201.0,2,Nabeul,Appart
670000.0,148.0,2,Tunis,Appart
1380000.0,185.0,3,Tunis,Appart
130000.0,72.0,2,Manouba,Appart
450000.0,370.0,3,Mednine,House
85000.0,45.0,1,Monastir,Appart
230000.0,103.0,2,Ariana,Appart
1400000.0,356.0,4,Tunis,House
340000.0,154.0,3,Tunis,Appart
700000.0,140.0,2,Tunis,Appart
1200000.0,261.0,2,Nabeul,House
450000.0,220.0,4,Sfax,House
555000.0,153.0,4,Tunis,Appart
3500000.0,500.0,4,Tunis,House
200000.0,112.0,3,Manouba,Appart
770000.0,139.0,2,Tunis,Appart
920000.0,178.0,3,Tunis,Appart
100000.0,100.0,2,Tunis,Appart
465000.0,93.0,2,Mahdia,Appart
550000.0,179.0,3,Tunis,Appart
190000.0,100.0,4,Tunis,Appart
290000.0,103.0,4,Sousse,Appart
350000.0,80.0,2,Mednine,House
500000.0,200.0,5,Ariana,House
900000.0,300.0,5,Tunis,House
737900.0,157.0,4,Tunis,Appart
790000.0,600.0,3,Nabeul,House
160000.0,55.0,1,Nabeul,Appart
850000.0,300.0,3,Nabeul,House
830000.0,600.0,3,Nabeul,House
490000.0,130.0,2,Monastir,Appart
720000.0,160.0,2,Tunis,Appart
1300000.0,650.0,10,Ariana,House
340000.0,123.0,2,Ariana,Appart
5000000.0,1017.0,5,Tunis,House
2800000.0,996.0,7,Nabeul,House
1900000.0,281.0,3,Tunis,Appart
255000.0,134.0,3,Ariana,Appart
420000.0,80.0,1,Tunis,Appart
130000.0,65.0,3,Tunis,House
225000.0,57.0,1,Sousse,Appart
270000.0,104.0,3,Ariana,Appart
550000.0,170.0,3,Nabeul,House
650000.0,275.0,3,Ben Arous,House
1800000.0,350.0,6,Ariana,House
240000.0,90.0,2,Nabeul,Appart
405000.0,129.0,2,Nabeul,Appart
980000.0,500.0,5,Nabeul,House
350000.0,119.0,3,Sousse,Appart
1118000.0,287.0,4,Mahdia,Appart
1776100.0,400.0,10,Tunis,Appart
389580.0,165.0,3,Mednine,House
984500.0,300.0,5,Mednine,House
275800.0,109.0,3,Mednine,House
473600.0,330.0,2,Mednine,House
314840.0,118.0,3,Mednine,House
620480.0,195.0,3,Mednine,House
309800.0,125.0,3,Mednine,House
689800.0,190.0,3,Mednine,House
1055000.0,270.0,4,Mednine,House
1099500.0,252.0,4,Mednine,House
780000.0,200.0,3,Tunis,Appart
620000.0,250.0,2,Nabeul,Appart
380000.0,48.0,1,Nabeul,Appart
950000.0,210.0,3,Tunis,Appart
505000.0,172.0,3,Tunis,Appart
1400000.0,887.0,4,Nabeul,House
1800000.0,940.0,4,Sousse,House
3182700.0,1000.0,5,Sousse,House
580000.0,630.0,4,Sousse,House
880000.0,115.0,2,Tunis,Appart
300000.0,164.0,5,Zaghouan,House
400000.0,290.0,5,Nabeul,Appart
360000.0,170.0,5,Tunis,House
1300000.0,500.0,10,Tunis,Appart
165000.0,85.0,1,Ariana,Appart
195000.0,58.0,1,Tunis,Appart
170000.0,100.0,1,Sousse,Appart
295000.0,160.0,3,Mahdia,Appart
339900.0,96.0,2,Sousse,Appart
600000.0,98.0,3,Sousse,Appart
280000.0,90.0,2,Sousse,Appart
370800.0,65.0,1,Sousse,Appart
350200.0,65.0,1,Sousse,Appart
560000.0,106.0,2,Sousse,Appart
900000.0,300.0,4,Sousse,House
345000.0,170.0,1,Nabeul,Appart
442300.0,168.0,3,Mednine,House
548900.0,135.0,3,Mednine,House
315000.0,146.0,4,Tunis,Appart
735000.0,228.0,4,Tunis,Appart
775000.0,184.0,4,Ben Arous,House
890000.0,543.0,6,Ariana,House
1950000.0,500.0,4,Ariana,House
770000.0,145.0,3,Tunis,Appart
690000.0,200.0,3,Mednine,House
3200000.0,1000.0,5,Tunis,House
950000.0,110.0,2,Tunis,Appart
650000.0,107.0,2,Nabeul,Appart
1800000.0,585.0,8,Nabeul,House
1100000.0,320.0,3,Nabeul,House
2450000.0,747.0,4,Nabeul,House
850000.0,210.0,3,Nabeul,House
950000.0,417.0,6,Ariana,House
419000.0,145.0,3,Ariana,Appart
780000.0,250.0,4,Nabeul,House
3500000.0,700.0,4,Tunis,House
760000.0,160.0,3,Tunis,Appart
900000.0,431.0,4,Nabeul,House
250000.0,122.0,3,Ariana,Appart
370000.0,534.0,5,Sfax,House
310000.0,120.0,2,Ariana,Appart
1700000.0,640.0,7,Ariana,House
1800000.0,800.0,7,Tunis,House
700000.0,400.0,4,Mahdia,House
350200.0,150.0,2,Sousse,Appart
1100000.0,473.0,6,Ariana,House
700000.0,157.0,3,Tunis,Appart
418600.0,173.0,3,Ariana,Appart
498400.0,194.0,3,Ariana,Appart
387800.0,151.0,3,Ariana,Appart
350000.0,324.0,4,Ariana,House
2380000.0,595.0,8,Sousse,House
198000.0,92.0,2,Tunis,Appart
2200000.0,600.0,3,Tunis,House
1200000.0,335.0,3,Tunis,Appart
2200000.0,598.0,4,Tunis,House
295000.0,130.0,3,Manouba,House
420000.0,140.0,3,Tunis,Appart
2100000.0,600.0,5,Tunis,House
1200000.0,410.0,4,Tunis,House
2600000.0,811.0,3,Tunis,House
2400000.0,600.0,4,Tunis,House
520000.0,150.0,3,Mednine,House
4000000.0,750.0,5,Tunis,House
340000.0,101.0,2,Nabeul,Appart
450000.0,151.0,3,Ariana,Appart
297000.0,118.0,2,Tunis,Appart
570000.0,75.0,2,Tunis,Appart
4000000.0,1500.0,8,Sousse,House
850000.0,380.0,4,Sfax,House
620000.0,180.0,3,Ariana,House
270000.0,200.0,2,Nabeul,House
1500000.0,350.0,5,Tunis,House
506400.0,93.0,2,Tunis,Appart
247000.0,75.0,1,Nabeul,Appart
950000.0,110.0,6,Nabeul,House
320000.0,120.0,2,Nabeul,Appart
3600000.0,650.0,4,Tunis,House
100000.0,200.0,3,Nabeul,House
250000.0,132.0,3,Tunis,Appart
200000.0,80.0,2,Nabeul,Appart
2500000.0,600.0,11,Tunis,House
280000000.0,114.0,3,Tunis,House
650000.0,546.0,3,Ben Arous,House
650000.0,485.0,3,Nabeul,House
225000.0,110.0,2,Tunis,Appart
448100.0,95.0,1,Tunis,Appart
790000.0,430.0,4,Nabeul,House
70000.0,88.0,3,Tunis,Appart
395000.0,132.0,2,Nabeul,Appart
348000.0,129.0,3,Ariana,Appart
450000.0,178.0,4,Tunis,Appart
610000.0,195.0,3,Tunis,Appart
619500.0,164.0,2,Tunis,Appart
420000.0,140.0,3,Nabeul,Appart
950000.0,220.0,5,Tunis,House
230000.0,140.0,4,Tunis,Appart
170000.0,120.0,3,Ben Arous,Appart
780000.0,250.0,3,Tunis,Appart
530000.0,113.0,1,Nabeul,House
225000.0,115.0,2,Tunis,Appart
185000.0,115.0,2,Tunis,Appart
980000.0,300.0,4,Monastir,House
240000.0,240.0,4,Sfax,House
780000.0,550.0,4,Nabeul,House
1250000.0,250.0,3,Tunis,House
730000.0,350.0,4,Nabeul,House
1280000.0,249.0,4,Tunis,Appart
500000.0,135.0,3,Sousse,House
244800.0,60.0,1,Sousse,Appart
1600000.0,790.0,5,Ariana,House
430000.0,155.0,3,Sousse,Appart
370000.0,193.0,3,Tunis,House
490000.0,226.0,3,Sousse,Appart
185000.0,90.0,2,Nabeul,Appart
850000.0,320.0,3,Nabeul,House
1800000.0,273.0,4,Tunis,House
350000.0,271.0,3,Nabeul,House
2000000.0,355.0,4,Tunis,Appart
260000.0,170.0,3,Tunis,House
390000.0,105.0,3,Sousse,Appart
1400000.0,360.0,4,Sousse,House
300000.0,200.0,6,Sousse,Appart
850000.0,150.0,3,Sousse,Appart
1550000.0,870.0,7,Sousse,House
845000.0,224.0,3,Sousse,Appart
350000.0,110.0,3,Sousse,Appart
230000.0,130.0,3,Sousse,Appart
2266000.0,735.0,4,Sousse,House
870000.0,400.0,4,Sousse,House
4000000.0,150.0,5,Sousse,House
530000.0,140.0,2,Tunis,Appart
650000.0,220.0,4,Nabeul,House
390000.0,90.0,1,Tunis,Appart
920000.0,150.0,3,Tunis,Appart
1700000.0,680.0,9,Mednine,House
999000.0,900.0,5,Nabeul,House
265000.0,105.0,2,Tunis,Appart
250000.0,110.0,3,Manouba,Appart
2850000.0,1200.0,3,Tunis,House
2900000.0,300.0,9,Tunis,House
600000.0,140.0,3,Tunis,Appart
185000.0,100.0,3,Nabeul,Appart
170000.0,107.0,2,Ben Arous,Appart
170000.0,60.0,1,Tunis,Appart
280000.0,117.0,2,Sousse,Appart
200000.0,110.0,3,Tunis,Appart
275000.0,70.0,2,Sousse,Appart
170000.0,85.0,1,Ariana,Appart
690000.0,400.0,8,Tunis,House
360000.0,80.0,1,Tunis,Appart
2500000.0,188.0,3,Tunis,House
55000.0,100.0,3,Tunis,House
680000.0,300.0,4,Nabeul,House
874200.0,270.0,4,Mednine,House
257500.0,125.0,3,Mednine,House
447200.0,135.0,3,Mednine,House
693520.0,198.0,4,Mednine,House
348550.0,445.0,3,Mednine,House
650000.0,147.0,2,Tunis,Appart
500000.0,120.0,3,Nabeul,Appart
2200000.0,480.0,3,Tunis,House
260000.0,90.0,2,Nabeul,House
465000.0,127.0,3,Tunis,Appart
290000.0,120.0,3,Tunis,Appart
779000.0,440.0,5,Ben Arous,House
360000.0,46.0,1,Sousse,Appart
195000.0,32.0,1,Sousse,Appart
490000.0,351.0,2,Sousse,Appart
275000.0,82.0,1,Sousse,Appart
310000.0,142.0,3,Sousse,Appart
180000.0,39.0,1,Sousse,Appart
320000.0,110.0,3,Sousse,Appart
730000.0,200.0,2,Ariana,House
599000.0,200.0,5,Ariana,Appart
390000.0,119.0,2,Sousse,Appart
450000.0,129.0,2,Sousse,Appart
370000.0,84.0,1,Sousse,Appart
1350000.0,399.0,3,Tunis,House
950000.0,137.0,2,Tunis,Appart
600000.0,200.0,2,Nabeul,Appart
120000.0,60.0,1,Tunis,Appart
1200000.0,500.0,8,Ariana,House
380000.0,220.0,4,Mednine,House
550000.0,158.0,4,Nabeul,Appart
215000.0,62.0,1,Ariana,Appart
430000.0,130.0,2,Sousse,Appart
450000.0,300.0,7,Ariana,House
1200000.0,908.0,4,Ben Arous,House
2800000.0,700.0,4,Sousse,House
2600000.0,1255.0,5,Monastir,House
1400000.0,170.0,3,Tunis,House
440000.0,80.0,1,Tunis,Appart
390000.0,130.0,2,Tunis,Appart
850000.0,350.0,4,Nabeul,House
295000.0,122.0,1,Nabeul,Appart
340000.0,125.0,3,Sousse,Appart
975000.0,175.0,3,Tunis,Appart
1550000.0,368.0,3,Tunis,House
160000.0,107.0,4,Ariana,Appart
1250000.0,650.0,4,Nabeul,House
825000.0,162.0,3,Tunis,Appart
459800.0,205.0,3,Mednine,House
320000.0,110.0,2,Nabeul,Appart
1100000.0,220.0,4,Nabeul,House
360000.0,106.0,2,Nabeul,Appart
480000.0,180.0,3,Nabeul,House
480000.0,560.0,3,Nabeul,House
210000.0,40.0,1,Sousse,Appart
443000.0,69.0,1,Tunis,Appart
675000.0,135.0,4,Tunis,Appart
220000.0,103.0,3,Ariana,House
1800000.0,273.0,3,Tunis,Appart
2166000.0,367.0,4,Tunis,House
260000.0,70.0,2,Nabeul,Appart
200000.0,96.0,2,Nabeul,House
1760000.0,13500.0,6,Zaghouan,House
1060000.0,244.0,3,Tunis,Appart
200000.0,113.0,2,Tunis,Appart
780000.0,620.0,2,Nabeul,House
1020000.0,442.0,6,Tunis,House
295000.0,97.0,6,Tunis,House
850000.0,450.0,4,Ariana,House
1300000.0,372.0,3,Tunis,Appart
430000.0,156.0,3,Tunis,Appart
170000.0,52.0,1,Ariana,Appart
980000.0,320.0,4,Tunis,House
480000.0,312.0,3,Ben Arous,House
479856.0,145.0,3,Mednine,House
215000.0,75.0,1,Ariana,Appart
250000.0,75.0,2,Ariana,Appart
270000.0,69.0,1,Nabeul,Appart
725000.0,125.0,2,Tunis,Appart
700000.0,225.0,5,Tunis,Appart
