price,surface,rooms,governorate,property_type,log_price,log_surface
399900.0,180.0,3,Ariana,Appart,12.89897229545694,5.198497031265826
1950000.0,4650.0,6,Ariana,House,14.48334044336031,8.444837529224097
155000.0,133.0,2,Nabeul,House,11.951186847493476,4.897839799950911
650000.0,93.0,3,Tunis,Appart,13.384729180332174,4.543294782270004
760000.0,179.0,3,Nabeul,House,13.541075028051122,5.19295685089021
2300000.0,580.0,6,Nabeul,House,14.648420115681892,6.364750756851911
380000.0,110.0,2,Nabeul,Appart,12.847929163278053,4.709530201312334
396000.0,120.0,2,Ariana,Appart,12.889172015485954,4.795790545596741
750000.0,250.0,4,Nabeul,House,13.527829818844937,5.5254529391317835
920000.0,325.0,4,Nabeul,House,13.732130035981154,5.786897381366708
750000.0,220.0,3,Nabeul,House,13.527829818844937,5.3981627015177525
295000.0,100.0,2,Ariana,Appart,12.59473402514672,4.61512051684126
268000.0,125.0,3,Ariana,Appart,12.498745990829315,4.836281906951478
225000.0,59.0,1,Ariana,Appart,12.323860125621126,4.0943445622221
499900.0,180.0,3,Tunis,Appart,13.12216535779974,5.198497031265826
100000.0,70.0,1,Kairouan,Appart,11.51293546492023,4.2626798770413155
3800000.0,700.0,6,Ariana,House,15.150511887854474,6.55250788703459
2300000.0,250.0,4,Ariana,House,14.648420115681892,5.5254529391317835
2000000.0,450.0,5,Ariana,House,14.508658238524095,6.111467339502679
1500000.0,600.0,6,Ariana,House,14.220976332738882,6.398594934535208
330000.0,118.0,3,Tunis,Appart,12.706850963741102,4.77912349311153
2500000.0,547.0,5,Ariana,House,14.731801689838349,6.306275286948016
1200000.0,300.0,6,Ariana,House,13.997832948091215,5.707110264748875
1500000.0,500.0,6,Ariana,House,14.220976332738882,6.2166061010848646
550000.0,250.0,3,Sousse,Appart,13.217675375388819,5.5254529391317835
4200000.0,1200.0,8,Monastir,House,15.250595321348806,7.0909098220799835
5000000.0,1450.0,5,Monastir,House,15.424948670398354,7.280008252884188
360000.0,109.0,2,Sousse,Appart,12.793862088206213,4.700480365792417
760000.0,746.0,4,Nabeul,House,13.541075028051122,6.616065185132817
950000.0,905.0,3,Tunis,House,13.76421831620775,6.80903930604298
255000.0,120.0,3,Ariana,Appart,12.449022745701502,4.795790545596741
315000.0,126.0,3,Manouba,Appart,12.660331092405906,4.844187086458591
525000.0,120.0,3,Tunis,Appart,13.171155446333852,4.795790545596741
645000.0,450.0,4,Nabeul,House,13.377007146164305,6.111467339502679
240000.0,120.0,4,Kairouan,House,12.388398368982115,4.795790545596741
990000.0,232.0,3,Tunis,Appart,13.805461232211272,5.4510384535657
90000.0,50.0,2,Kairouan,Appart,11.407576060361786,3.9318256327243257
950000.0,450.0,5,Sousse,House,13.76421831620775,6.111467339502679
380000.0,100.0,3,Sousse,Appart,12.847929163278053,4.61512051684126
190000.0,80.0,2,Ben Arous,House,12.154784614286667,4.394449154672439
338000.0,150.0,3,Ariana,Appart,12.73080413304066,5.017279836814924
540000.0,147.0,2,Nabeul,Appart,13.199326270390594,4.997212273764115
220000.0,132.0,3,Ben Arous,Appart,12.301387370778713,4.890349128221754
180000.0,110.0,3,Ben Arous,Appart,12.100717685412471,4.709530201312334
383000.0,116.0,2,Ariana,Appart,12.855792879125431,4.762173934797756
406000.0,123.0,3,Ariana,Appart,12.914110901635024,4.820281565605037
255000.0,65.0,1,Tunis,Appart,12.449022745701502,4.189654742026425
442000.0,138.0,3,Sfax,Appart,12.999067423500716,4.9344739331306915
422000.0,107.0,2,Ariana,Appart,12.952762962683588,4.68213122712422
630000.0,150.0,3,Ariana,Appart,13.353476685668044,5.017279836814924
1950000.0,340.0,5,Nabeul,House,14.48334044336031,5.831882477283517
265000.0,140.0,3,Ariana,Appart,12.487488878546145,4.948759890378168
163000.0,70.0,2,Tunis,Appart,12.001511614739405,4.2626798770413155
449000.0,136.0,2,Ariana,Appart,13.014780393893403,4.919980925828125
1450000.0,640.0,10,Nabeul,House,14.187074804051692,6.46302945692067
490000.0,140.0,3,Nabeul,House,13.102162710901053,4.948759890378168
560000.0,146.0,4,Tunis,Appart,13.235693848424024,4.990432586778736
3900000.0,1081.0,8,Tunis,House,15.176487367510099,6.9865664594064265
950000.0,212.0,3,Tunis,Appart,13.76421831620775,5.3612921657094255
620000.0,300.0,3,Tunis,House,13.3374763699232,5.707110264748875
660000.0,200.0,4,Ariana,Appart,13.399996629152975,5.303304908059076
358000.0,108.0,2,Ariana,Appart,12.788291058675025,4.6913478822291435
520000.0,140.0,3,Mednine,House,13.161586013632684,4.948759890378168
440000.0,260.0,2,Nabeul,House,12.994532278619134,5.564520407322694
685000.0,203.0,3,Nabeul,House,13.437175577097312,5.318119993844216
355000.0,122.0,2,Sousse,Appart,12.779875885354993,4.812184355372417
750000.0,200.0,5,Nabeul,House,13.527829818844937,5.303304908059076
870000.0,280.0,4,Nabeul,House,13.676249640055394,5.638354669333745
1100000.0,347.0,4,Nabeul,House,13.910821646859095,5.8522024797744745
1250000.0,500.0,5,Nabeul,House,14.038654909278163,6.2166061010848646
415000.0,160.0,4,Ariana,Appart,12.936036208848487,5.081404364984463
420000.0,127.0,2,Nabeul,Appart,12.948012371209098,4.852030263919617
750000.0,226.0,2,Nabeul,House,13.527829818844937,5.424950017481403
850000.0,350.0,3,Nabeul,House,13.652992804936396,5.860786223465865
835000.0,290.0,6,Nabeul,House,13.635188201437066,5.673323267171493
985000.0,280.0,3,Nabeul,House,13.800397935382136,5.638354669333745
350000.0,107.0,2,Nabeul,Appart,12.765691290604371,4.68213122712422
340000.0,94.0,2,Nabeul,Appart,12.73670383776449,4.553876891600541
900000.0,224.0,4,Mednine,House,13.710151153416941,5.41610040220442
380000.0,116.0,2,Nabeul,Appart,12.847929163278053,4.762173934797756
340000.0,78.0,1,Nabeul,Appart,12.73670383776449,4.3694478524670215
350000.0,180.0,3,Tunis,Appart,12.765691290604371,5.198497031265826
135000.0,61.0,1,Nabeul,Appart,11.813037464800539,4.127134385045092
185000.0,80.0,2,Nabeul,Appart,12.128116509451258,4.394449154672439
2300000.0,250.0,5,Nabeul,House,14.648420115681892,5.5254529391317835
532000.0,140.0,3,Tunis,House,13.184400648021263,4.948759890378168
115000.0,49.0,1,Tunis,Appart,11.652696102959753,3.912023005428146
675000.0,156.0,3,Tunis,Appart,13.42246945133505,5.056245805348308
6200000.0,750.0,5,Tunis,House,15.64006001130563,6.621405651764134
1500000.0,600.0,8,Tunis,House,14.220976332738882,6.398594934535208
450000.0,150.0,3,Tunis,Appart,13.017005083966255,5.017279836814924
750000.0,192.0,3,Tunis,Appart,13.527829818844937,5.262690188904886
340000.0,141.0,3,Ariana,Appart,12.73670383776449,4.955827057601261
870000.0,288.0,4,Nabeul,House,13.676249640055394,5.666426688112432
580000.0,200.0,4,Nabeul,House,13.270785106659046,5.303304908059076
225000.0,70.0,2,Ariana,Appart,12.323860125621126,4.2626798770413155
1750000.0,180.0,2,Tunis,House,14.375126917328105,5.198497031265826
400000.0,153.0,3,Ariana,Appart,12.899222326086994,5.0369526024136295
395000.0,260.0,6,Tunis,House,12.886643575525625,5.564520407322694
340000.0,63.0,2,Tunis,Appart,12.73670383776449,4.1588830833596715
680000.0,140.0,4,Nabeul,House,13.429849547739444,4.948759890378168
1580000.0,315.0,3,Tunis,Appart,14.272936037914342,5.755742213586912
195000.0,75.0,1,Ariana,Appart,12.180759965737863,4.330733340286331
320000.0,130.0,3,Sousse,Appart,12.676079399771027,4.875197323201151
566000.0,106.0,2,Tunis,Appart,13.246351123968212,4.672828834461906
425000.0,87.0,2,Tunis,Appart,12.959846800844963,4.477336814478207
1550000.0,504.0,4,Tunis,House,14.253766134056512,6.22455842927536
2500000.0,200.0,4,Tunis,House,14.731801689838349,5.303304908059076
440000.0,192.0,4,Ariana,Appart,12.994532278619134,5.262690188904886
490000.0,120.0,2,Nabeul,Appart,13.102162710901053,4.795790545596741
1270000.0,500.0,3,Nabeul,House,14.054528245836039,6.2166061010848646
2300000.0,600.0,3,Nabeul,House,14.648420115681892,6.398594934535208
260000.0,90.0,2,Nabeul,Appart,12.468440756144114,4.51085950651685
220000.0,70.0,1,Nabeul,Appart,12.301387370778713,4.2626798770413155
1500000.0,400.0,4,Nabeul,House,14.220976332738882,5.993961427306569
850000.0,160.0,3,Tunis,Appart,13.652992804936396,5.081404364984463
890000.0,300.0,4,Nabeul,House,13.698977865303197,5.707110264748875
500000.0,56.0,1,Tunis,Appart,13.122365377402328,4.04305126783455
3000000.0,395.0,4,Tunis,House,14.914123179965662,5.981414211254481
510000.0,163.0,3,Nabeul,Appart,13.1421679654829,5.099866427824199
340000.0,100.0,2,Nabeul,Appart,12.73670383776449,4.61512051684126
900000.0,400.0,4,Nabeul,House,13.710151153416941,5.993961427306569
1500000.0,270.0,4,Nabeul,House,14.220976332738882,5.602118820879701
650000.0,149.0,3,Tunis,Appart,13.384729180332174,5.0106352940962555
2050000.0,300.0,5,Tunis,House,14.53335083891935,5.707110264748875
980000.0,231.0,4,Tunis,Appart,13.795308871054397,5.44673737166631
750000.0,159.0,3,Tunis,Appart,13.527829818844937,5.075173815233827
325000.0,65.0,1,Tunis,Appart,12.691583538230217,4.189654742026425
470000.0,127.0,2,Nabeul,Appart,13.060490101343552,4.852030263919617
290000.0,63.0,1,Nabeul,Appart,12.577639650232573,4.1588830833596715
1150000.0,540.0,7,Sousse,House,13.955273369904273,6.293419278846481
168000.0,80.0,2,Sousse,Appart,12.031725210748633,4.394449154672439
420000.0,170.0,3,Mednine,House,12.948012371209098,5.14166355650266
80000.0,200.0,3,Nabeul,House,11.289794413577894,5.303304908059076
1580000.0,236.0,3,Tunis,House,14.272936037914342,5.4680601411351315
740000.0,203.0,3,Ariana,Appart,13.51440681653079,5.318119993844216
420000.0,165.0,3,Sousse,Appart,12.948012371209098,5.111987788356544
475000.0,146.0,3,Sousse,Appart,13.07107218827772,4.990432586778736
630000.0,286.0,4,Sousse,House,13.353476685668044,5.659482215759621
300000.0,105.0,2,Sousse,Appart,12.611541086966115,4.663439094112067
540000.0,167.0,3,Sousse,Appart,13.199326270390594,5.123963979403259
380000.0,97.0,2,Tunis,Appart,12.847929163278053,4.584967478670572
910000.0,300.0,3,Mahdia,House,13.721200977393528,5.707110264748875
360000.0,90.0,2,Nabeul,Appart,12.793862088206213,4.51085950651685
3000000.0,900.0,5,Tunis,House,14.914123179965662,6.803505257608338
375000.0,142.0,3,Manouba,Appart,12.834683971615659,4.962844630259907
390000.0,113.0,2,Tunis,Appart,12.873904582205107,4.736198448394496
1800000.0,310.0,4,Tunis,House,14.403297778421795,5.739792912179234
1300000.0,243.0,2,Tunis,Appart,14.077875591662238,5.497168225293202
950000.0,170.0,5,Tunis,House,13.76421831620775,5.14166355650266
108000.0,80.0,2,Tunis,Appart,11.58989576532275,4.394449154672439
1800000.0,650.0,5,Tunis,House,14.403297778421795,6.478509642208569
1440000.0,500.0,5,Sfax,House,14.180154365996387,6.2166061010848646
950000.0,322.0,3,Tunis,House,13.76421831620775,5.777652323222656
340000.0,70.0,2,Nabeul,Appart,12.73670383776449,4.2626798770413155
700000.0,225.0,4,Tunis,Appart,13.45883704259595,5.420534999272286
1900000.0,557.0,3,Tunis,House,14.45736497045232,6.324358962381311
592000.0,186.0,3,Tunis,Appart,13.291263603053904,5.231108616854587
380000.0,175.0,4,Nabeul,Appart,12.847929163278053,5.170483995038151
165000.0,36.0,1,Nabeul,Appart,12.013706813470414,3.6109179126442243
700000.0,250.0,3,Tunis,House,13.45883704259595,5.5254529391317835
755000.0,168.0,3,Tunis,Appart,13.534474352733596,5.1298987149230735
610000.0,370.0,6,Monastir,House,13.321215875492413,5.916202062607435
445000.0,119.0,3,Nabeul,Appart,13.005831808336863,4.787491742782046
1179900.0,340.0,5,Ariana,House,13.980941094617103,5.831882477283517
1399000.0,500.0,4,Tunis,Appart,14.151268968443645,6.2166061010848646
327000.0,72.0,1,Nabeul,Appart,12.69771850797869,4.290459441148391
450000.0,135.0,3,Nabeul,Appart,13.017005083966255,4.912654885736052
436000.0,135.0,2,Nabeul,Appart,12.985399815906522,4.912654885736052
560000.0,158.0,2,Nabeul,Appart,13.235693848424024,5.0689042022202315
378000.0,102.0,2,Nabeul,Appart,12.84265212010087,4.634728988229636
350000.0,111.0,4,Tunis,Appart,12.765691290604371,4.718498871295094
