chambres,prix,source,surface,titre,type_bien,type_transaction,ville
1,98000.0,tayara,60.0,A vendre un S1 (60m²) à Sousse,Appart,À Vendre,Sousse
4,650000.0,tayara,500.0,Occasion à ne pas raté à vendre villa deux étages indépendant à cité ghazela,House,À Vendre,Ariana
2,200.0,tayara,130.0,Vente deux appartements,Appart,À Vendre,Tunis
3,179.0,tayara,90.0,cite el Hadika 2 s3,Appart,À Vendre,Tunis
2,125000.0,tayara,90.0,appartement rez de chaussée,Appart,À Vendre,Ben Arous
3,250000.0,tayara,189.0,Maison 189 m² inachevée à cité Mirdès 2 Kelibia,House,À Vendre,Nabeul
2,239999.0,tayara,104.0,Appartement à vendre,Appart,À Vendre,Nabeul
2,390000.0,tayara,135.0,A vendre S2 de 135m2 à cité les palmerais lAouina,Appart,À Vendre,Tunis
0,320000.0,tayara,100.0,appartement a petit paris avec piscine et ascenseur,Appart,À Vendre,Nabeul
2,170000.0,tayara,115.0,Etage de villa,Appart,À Vendre,Sousse
3,130000.0,tayara,75.0,A vendre S2 à Hammam Lif,House,À Vendre,Ben Arous
3,110.0,tayara,90.0,Maison à vendre,House,À Vendre,Ben Arous
2,140000.0,tayara,225.0,A vendre : Maison Indépendante à Dimess proche de la mer,House,À Vendre,Monastir
4,200000.0,tayara,100.0,A vendre R3,House,À Vendre,Ben Arous
2,150000.0,tayara,88.0,A vendre appartement S2 Ariana Cité El Mostaqbel,Appart,À Vendre,Tunis
1,295000.0,tayara,140.0,Duplex de 140 m² sur un terrain de 104 m² à Omrane Supérieur,House,À Vendre,Tunis
6,980000.0,tayara,515.0,Villa de 400 m² sur un terrain de 515 m² à Manar I,House,À Vendre,Tunis
2,1050000.0,tayara,230.0,Villa de 224m² sur un terrain de 230m² à El Manar I,House,À Vendre,Tunis
3,270000.0,tayara,160.0,Duplex jumelé en S3 à Cité Ibn Khaldoun,House,À Vendre,Tunis
2,265000.0,tayara,107.0,A vendre S2 à LAouina,Appart,À Vendre,Tunis
2,175000.0,tayara,69.0,APP S2 A TANTANA CHATT MARIEM,Appart,À Vendre,Tunis
3,240000.0,tayara,140.0,DEUX APP S1 S2 POUR INVESTISSEMENT A SOUSSE CORNICHE,Appart,À Vendre,Sousse
2,230000.0,tayara,100.0,Appartement haut standing à cité Riadh Kelibia,Appart,À Vendre,Nabeul
4,370000.0,tayara,175.0,Duplex S4 a vendre au UV4,Appart,À Vendre,Tunis
5,1500000.0,tayara,673.0,A vendre villa,House,À Vendre,Ariana
3,335000.0,tayara,123.0,S3 a vendre a El Menzah 6,Appart,À Vendre,Ariana
3,1380000.0,tayara,530.0,Villa plain pied a vendre à El Menzah 5,House,À Vendre,Tunis
6,1600000.0,tayara,600.0,Villa individuelle a vendre à El Menzah 5,House,À Vendre,Ariana
3,89.0,tayara,85.0,برطمان للبيع بدوار هيشر بإقامة العهد الجديد خلف مونوبري,Appart,À Vendre,La Manouba
10,1750000.0,tayara,700.0,Villa 700 m² à el mansourah Kelibia,House,À Vendre,Nabeul
2,180000.0,tayara,100.0,Appartement 100 m² route de plage Kelibia,Appart,À Vendre,Nabeul
3,838000.0,tayara,544.0,Villa individuelle plain-pied à Ariana Supérieur.,House,À Vendre,Ariana
12,1150000.0,tayara,599.0,a vendre villa sur un terrain de 599m² à El Menzah 7,House,À Vendre,Ariana
2,1700.0,tayara,2.0,فريجدار BOCH,House,À Vendre,Tunis
7,1550000.0,tayara,684.0,Villa à vendre à El Menzah 7,House,À Vendre,Ariana
3,440000.0,tayara,369.0,Villa jumelée à vendre à Ariana Supérieure,House,À Vendre,Ariana
2,125000.0,tayara,70.0,Appartement S2 à vendre à Ariana Supérieur,Appart,À Vendre,Ariana
7,2000000.0,tayara,600.0,Villa à vendre à El Menzah 7,House,À Vendre,Tunis
4,845000.0,tayara,420.0,Villa S4 à Riadh El Andalous Prix Exceptionnel,House,À Vendre,Tunis
4,845000.0,tayara,420.0,Villa S4 Riadh El Andalous Affaire Rare,House,À Vendre,Tunis
4,845000.0,tayara,420.0,À Vendre : Villa S4 A ARIANA Riadh El Andalous,House,À Vendre,Ariana
4,845000.0,tayara,420.0,Superbe Villa S4 à Riadh El Andalous Prix IMBATTABLE !,House,À Vendre,Tunis
5,240.0,tayara,280.0,Villa à Vendre Route lAfrane,House,À Vendre,Sfax
3,474999.0,tayara,146.0,à vendre un s3 direct promoteur à sahloul4,Appart,À Vendre,Sousse
2,399000.0,tayara,118.0,à vendre un s2 direct promoteur à sahloul4,Appart,À Vendre,Sousse
3,373000.0,tayara,140.0,à vendre un s3 direct promoteur à sahloul4,Appart,À Vendre,Sousse
2,407000.0,tayara,118.0,à vendre un s2 en cours de finition à sahloul4,Appart,À Vendre,Sousse
3,475000.0,tayara,146.0,à vendre un s3 en cours de finition à sahloul4,Appart,À Vendre,Sousse
3,320000.0,tayara,133.0,à vendre un s3 spacieux à sahloul4,Appart,À Vendre,Tunis
4,630000.0,tayara,286.0,à vendre une villa à khzema ouest,House,À Vendre,Sousse
2,155000.0,tayara,133.0,Maison 133 m² à Kelibia,House,À Vendre,Nabeul
5,1600000.0,tayara,400.0,A vendre une luxueuse villa plain pied à la soukra,House,À Vendre,Tunis
6,850000.0,tayara,404.0,a vendre villa a menzah 8,House,À Vendre,Ariana
4,920000.0,tayara,320.0,villa s4 et 3 appts2 et un studio,House,À Vendre,Nabeul
3,300000.0,tayara,276.0,"un appartement S3 situé à Salakta, Mnakaa. à 3 min de la plage",Appart,À Vendre,Mahdia
3,165000.0,tayara,167.0,A vendre maison indépendante à kélibia,House,À Vendre,Nabeul
2,170000.0,tayara,150.0,Maison indépendant de 150m² située à Ksour essef centre.,House,À Vendre,Mahdia
3,310000.0,tayara,230.0,S3 en vente avec garage,Appart,À Vendre,Mahdia
4,865000.0,tayara,330.0,"Villa Haut Standing Meublée, Titre Bleu, Jamais Habitée à 3 minutes à pied de la plage",House,À Vendre,Mahdia
6,1300000.0,tayara,700.0,Votre villa de Rêve à Salakta Vue Mer Panoramique,House,À Vendre,Mahdia
2,155000.0,tayara,87.0,A vendre des appartements S2 à kélibia avec facilité sur 2 ans,Appart,À Vendre,Nabeul
3,300000.0,tayara,2583.0,Maison inachevée 2583 m² à Harrouri Kelibia,House,À Vendre,Nabeul
3,900000.0,tayara,492.0,Maison à vendre à chot mariem .,House,À Vendre,Sousse
2,90.0,tayara,0.0,a vendre,Appart,À Vendre,Tunis
2,178000.0,tayara,85.0,Appartement à 200 mètres de plage Hammam ghzeez,Appart,À Vendre,Nabeul
2,360000.0,tayara,90.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Tunis
3,375000.0,tayara,142.0,A vendre un appartement S3 situé à La Manouba,Appart,À Vendre,La Manouba
3,290000.0,tayara,370.0,A Vendre un étage de Villa s3 à morneg,House,À Vendre,Ben Arous
4,700000.0,tayara,225.0,Appartement S4 à Vendre sur la route de Gammarth,Appart,À Vendre,Tunis
3,460000.0,tayara,164.0,A vendre une villa S3 a Hammam lif,House,À Vendre,Ben Arous
2,350000.0,tayara,91.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
0,239400.0,tayara,0.0,Nouveau Projet R6 à Cité El Wafa AFH Mrezga,Appart,À Vendre,Nabeul
2,359999.0,tayara,116.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
2,385000.0,tayara,102.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
1,230000.0,tayara,55.0,"À vendre: S1 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
1,285000.0,tayara,57.0,"À vendre: S1 de 57m²avec une terrasse dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
2,240000.0,tayara,100.0,Appartements 2ème position plage Hammam Ghzeez,Appart,À Vendre,Nabeul
3,950000.0,tayara,200.0,Appartement au Lac2,Appart,À Vendre,Tunis
2,185000.0,tayara,100.0,appartement s2 a vendre à jinen mansoura kelibia,Appart,À Vendre,Nabeul
2,500000.0,tayara,211.0,Maison inachevée à cité Riadh Kelibia,House,À Vendre,Nabeul
7,780000.0,tayara,371.0,Villa 371 m² à cité Riadh Kelibia,House,À Vendre,Nabeul
3,360000.0,tayara,122.0,S3 a vendre,Appart,À Vendre,Tunis
4,300000.0,tayara,150.0,Maison 150 m² à Hammam ghzeez,House,À Vendre,Nabeul
2,630000.0,tayara,107.0,"Situé dans la zone touristique de Gammarth, cet appartement S2 offre un cadre de vie agréable et privilégié.",Appart,À Vendre,Tunis
4,1399999.0,tayara,340.0,Villa s4 situer a cité Moez La Marsa,House,À Vendre,Tunis
4,370000.0,tayara,100.0,duplex situé dans le quartier résidentiel calme à Cité El Khalil à La Marsa.,House,À Vendre,Tunis
7,1250000.0,tayara,1000.0,À vendre Villa de standing S7 à La Corniche,House,À Vendre,Bizerte
2,120000.0,tayara,150.0,maison à Bni Mtir-Ain Drahem,House,À Vendre,Jendouba
4,720000.0,tayara,160.0,A vendre S4 de standing à Hammam Sousse,Appart,À Vendre,Sousse
2,270000.0,tayara,94.0,"A vendre très bel Appart S2, à cité les palmiers , Laouina, Soukra",Appart,À Vendre,Tunis
3,170000.0,tayara,74.0,Borj Taleb Bizerte À vendre triplex sur 3 niveaux,House,À Vendre,Bizerte
1,320000.0,tayara,83.0,A vendre appartement en cours de construction à El mansoura,Appart,À Vendre,Tunis
2,130000.0,tayara,100.0,ÈTAGE S2 DE 100 m2 LAIRE DE 2ème A HAMMAM SOUSSE,Appart,À Vendre,Tunis
6,1150000.0,tayara,310.0,A vendre un immeuble au centre ville,Appart,À Vendre,Tunis
0,160000.0,tayara,50.0,Suite Bord de Mer avec Piscine Confort Évasion,Appart,À Vendre,Sousse
3,900.0,tayara,130.0,"A louerEtage de villa S3 à AFH Mrezga , Cité El Wafa",House,À Vendre,Nabeul
4,820000.0,tayara,500.0,Villa Philadelphie,House,À Vendre,Nabeul
4,1050000.0,tayara,420.0,Villa Manhattan,House,À Vendre,Nabeul
6,800000.0,tayara,413.0,À VENDRE SPACIEUSE VILLA EN R2 À RADES MELIANE 1,House,À Vendre,Ben Arous
6,2400000.0,tayara,1014.0,À VENDRE EXCEPTIONNELLE VILLA SUR LES HAUTEUR DE RADES MONGIL,House,À Vendre,Ben Arous
4,80.0,tayara,1.0,منزل للبيع بجاوة 2 80د.,House,À Vendre,Ariana
9,2700000.0,tayara,640.0,Villa R2 avec piscine à Kelibia la blanche,House,À Vendre,Nabeul
3,150000.0,tayara,121.0,s plus 3 a el mohamedia wb4192,Appart,À Vendre,Ben Arous
3,380000.0,tayara,156.0,maison sur 2 niveaux a nabeul wb4261,House,À Vendre,Nabeul
3,165000.0,tayara,95.0,s plus 3 a la cité olympique wb4334,Appart,À Vendre,Tunis
3,310000.0,tayara,140.0,s plus 3a el manzah 9b wb3080,Appart,À Vendre,Tunis
2,280000.0,tayara,83.0,s plus 2 rénové a el manzah 9a wb4199,Appart,À Vendre,Tunis
3,160000.0,tayara,90.0,A vendre Appartement s3 à Taher sfar,Appart,À Vendre,Ben Arous
3,270000.0,tayara,160.0,s plus 3 rénové au centre ville de tunis wb3996,Appart,À Vendre,Tunis
1,235000.0,tayara,60.0,s plus 1 hst a la nouvelle soukra wb4340,Appart,À Vendre,Ariana
3,235000.0,tayara,150.0,s plus 3 a el manar 2 wb486,Appart,À Vendre,Tunis
2,180000.0,tayara,102.0,villa s2 rc a el mrezga wb3519,House,À Vendre,Nabeul
2,319000.0,tayara,120.0,A vendre s2 nasr2,Appart,À Vendre,Ariana
3,300000.0,tayara,400.0,Dar arbi à Hergla de 400 m²,House,À Vendre,Sousse
2,185000.0,tayara,150.0,للبيع 2 منازل في حمام بنت الجديدي 99202001,House,À Vendre,Nabeul
3,320000.0,tayara,155.0,S3 en vente à La Soukra,Appart,À Vendre,Ariana
-2,110000.0,tayara,52.0,studio vu de mer a mamounia kelibia,Appart,À Vendre,Nabeul
2,120000.0,tayara,100.0,à vendre un appart s2 à medina jedida,Appart,À Vendre,Ben Arous
4,185000.0,tayara,250.0,une villa inachevée à Hammamet 27246301,House,À Vendre,Nabeul
1,260000.0,tayara,72.0,"appartement a vandre s 1 au premier étage avec place parking, haut Standing, a la soukra",Appart,À Vendre,Ariana
2,180000.0,tayara,105.0,Appartement Haut standing à Sidi Mansour Kelibia,Appart,À Vendre,Nabeul
2,235000.0,tayara,95.0,Appartement s2 rdc à Ezzahra,Appart,À Vendre,Ben Arous
5,200000.0,tayara,96.0,منزل مستقل للبيع S5,House,À Vendre,Sousse
3,375000.0,tayara,138.0,Appartement S3 à vendre à lAouina,Appart,À Vendre,Tunis
3,160000.0,tayara,128.0,Maison à Bouhsina Proche de toutes Commodités,House,À Vendre,Sousse
2,250000.0,tayara,90.0,A vendre appartement s2 à bayrem tounsi,Appart,À Vendre,Tunis
4,1080000.0,tayara,450.0,Villa Accès privé a la plage a Chat Mariem,House,À Vendre,Sousse
5,205000.0,tayara,120.0,Appartement S4 cité Romana Ras Tabia,Appart,À Vendre,Tunis
6,370.0,tayara,448.0,Superbe Maison de Villa au Médina de Tunis,House,À Vendre,Tunis
2,205000.0,tayara,95.0,Appartements S2 H Standing en cours de construction à 200 mètres plage Hammam ghzeez,Appart,À Vendre,Nabeul
3,335000.0,tayara,130.0,Appartement S3,Appart,À Vendre,Ariana
1,400000.0,tayara,74.0,Appartement S1 aux Jardins de Carthage,Appart,À Vendre,Tunis
3,145.0,tayara,320.0,فرصة للبيع محل سكن على رئيسي,House,À Vendre,Tunis
2,270000.0,tayara,103.0,Appartement S2 Vue Mer,Appart,À Vendre,Monastir
1,135000.0,tayara,61.0,Studio en cours de construction 2 éme position plage Kelibia,House,À Vendre,Nabeul
2,260000.0,tayara,100.0,"À Vendre, Appartement S2 Riadh Andalos",Appart,À Vendre,Ariana
3,441000.0,tayara,147.0,À vendre S3 jamais habité direct promoteur,Appart,À Vendre,Tunis
0,179998.0,tayara,100.0,appartement avec facilite a jinen mansoura kélibia,Appart,À Vendre,Nabeul
2,160000.0,tayara,100.0,A Vendre S2 Corniche,Appart,À Vendre,Tunis
2,90000.0,tayara,90.0,A Vendre S2 Sidi Abdelhmid,Appart,À Vendre,Sousse
3,4600000.0,tayara,173.63,Appartement S3 a Ennaser a côté kiosque Agil,Appart,À Vendre,Ariana
1,200000.0,tayara,50.0,Résidence prestigieuse à la nouvelle Soukra,Appart,À Vendre,Tunis
2,140000.0,tayara,75.0,A vendre bel appartement,Appart,À Vendre,Ariana
2,399000.0,tayara,134.0,A Vendre S2 jamais habité direct promoteur,Appart,À Vendre,Sousse
3,1600000.0,tayara,1606.0,𝒕𝒆𝒓𝒓𝒂𝒊𝒏 𝑹4 𝒑𝒐𝒖𝒓 𝒑𝒓𝒐𝒎𝒐𝒕𝒆𝒖𝒓 𝒔𝒖𝒓 03 𝒗𝒐𝒊𝒔 𝒆𝒏 𝒇𝒂𝒄𝒆 𝒇𝒂𝒄𝒖𝒍𝒕𝒆,House,À Vendre,Mahdia
4,249999.0,tayara,319.0,Maison à Petit Prix a vendre Côté mer à Sidi Abdelhamid,House,À Vendre,Sousse
4,890000.0,tayara,500.0,A vendre à HAMMAMET nord une villa s4 suites,House,À Vendre,Tunis
2,150000.0,tayara,80.0,"A vendre appt s2 meublé à Nour Jâafar, Ariana à 2 pas de l Université ESPRiT.",Appart,À Vendre,Ariana
2,178000.0,tayara,85.0,Appartements Haut standing à Hammam ghzeez,Appart,À Vendre,Nabeul
1,140000.0,tayara,50.0,Appartement S1 a Baghdadi,Appart,À Vendre,Mahdia
4,300000.0,tayara,170.0,Occasion à ne pas raté à vendre duplex s4 a borj Louizir près carrefour,House,À Vendre,Ariana
3,2076000.0,tayara,444.0,Villa Exceptionnelle avec Piscine et Vue sur Mer Tunisie,House,À Vendre,Mdenine
4,394997.0,tayara,150.0,Appartement 5 Pièces à Vendre a Manar 2,Appart,À Vendre,Tunis
1,200000.0,tayara,57.0,"_______________ Paiement par facilité et paiement par tranches À VENDRE Appartements S1, S2 S3 Sur Plan",Appart,À Vendre,Tunis
2,100000.0,tayara,280.0,Maison style arabesque 280 m² à cité el bosten kelibia,House,À Vendre,Nabeul
2,850000.0,tayara,100.0,Duplex s2 à Gammarth,Appart,À Vendre,Tunis
3,380000.0,tayara,120.0,Ennasr 2 ; A vendre S3 à proximité des commodités,Appart,À Vendre,Ariana
1,125000.0,tayara,600.0,للبيع ستوديو 600م بالحمامات الجنوبية 99202001,House,À Vendre,Nabeul
5,1400000.0,tayara,460.0,A vendre. une belle villa S5 à Laouina,House,À Vendre,Tunis
3,590000.0,tayara,180.0,villa jumelée jardin de l Aouina,Appart,À Vendre,Tunis
2,220000.0,tayara,80.0,s2 les palmeraies,Appart,À Vendre,Tunis
3,295000.0,tayara,136.0,s3 manar1,Appart,À Vendre,Tunis
2,290000.0,tayara,128.0,s2 Ariana soughra,Appart,À Vendre,Ariana
4,850000.0,tayara,1400.0,villa morneg,House,À Vendre,Ben Arous
4,600000.0,tayara,185.0,Un particulier vend un Appartement S3 à Chotrana 1,Appart,À Vendre,Ariana
2,185000.0,tayara,100.0,A vendre appartement S2 près Showroom Mazda Ben Arous,Appart,À Vendre,Ben Arous
3,550000.0,tayara,139.2,A vendre S3 directe promoteur a Chotrana 1,Appart,À Vendre,Ariana
3,535000.0,tayara,152.0,VENTE APPARTEMENT STANDING EN RDC S3 AU CENTRE URBAIN NORD,Appart,À Vendre,Tunis
3,1200000.0,tayara,200.0,TRIPLEX A VENDRE AU LAC,Appart,À Vendre,Tunis
6,2500000.0,tayara,1053.0,Villa Montplaisir,House,À Vendre,Tunis
3,495000.0,tayara,500.0,Villa indépendante en vente,House,À Vendre,Sousse
9,665000.0,tayara,672.0,Immeuble en vente,Appart,À Vendre,Sousse
3,650000.0,tayara,1467.0,Une charmante villa authentique à Djerba,House,À Vendre,Mdenine
1,228000.0,tayara,50.0,A vendre S1 directe promoteur Ain Zaghouan,Appart,À Vendre,Ariana
3,5500.0,tayara,10.0,triplex meublé indépendant S4 avec piscine à Gammarth ZTRL0106,House,À Vendre,Tunis
1,600.0,tayara,40.0,studio,Appart,À Vendre,Ben Arous
3,600000.0,tayara,185.0,A vendre un appartement S3 à Chotrana 1,Appart,À Vendre,Ariana
3,1700000.0,tayara,1700.0,A vendre à HAMMAMET NORD un lot de terrain de 1700m²,House,À Vendre,Nabeul
4,200.0,tayara,1.0,منزل ذو طابقين,House,À Vendre,Ben Arous
2,235000.0,tayara,120.0,Appartements 120 m² à Fatha 2 Kelibia,Appart,À Vendre,Nabeul
2,210000.0,tayara,110.0,Réez de chaussé 110 m² à Jinen el Mansoura Kelibia,House,À Vendre,Nabeul
2,370000.0,tayara,120.0,A vendre Superbes Appartements à Sahloul,Appart,À Vendre,Sousse
2,350000.0,tayara,135.0,A vendre lumineux s2 à Sahloul,Appart,À Vendre,Sousse
2,570000.0,tayara,110.0,A vendre un s2 à folla monastir,Appart,À Vendre,Monastir
2,380000.0,tayara,130.0,A vendre spacieux S2 à Khzama ouest,Appart,À Vendre,Sousse
1,106000.0,tayara,50.0,S1 Denden Manouba proprio,Appart,À Vendre,La Manouba
5,1600000.0,tayara,467.0,Villa individuelle sur artère principale a vendre,House,À Vendre,Ariana
4,1385000.0,tayara,467.0,Villa individuelle en vente a El Menzah 6,Appart,À Vendre,Ariana
4,380000.0,tayara,175.0,Duplex S4 en vente,House,À Vendre,Tunis
7,550000.0,tayara,2656.0,Villa inachevée a djerba,House,À Vendre,Mdenine
0,100.0,tayara,0.0,طابق علوي في طور البناء,House,À Vendre,Tozeur
3,150.0,tayara,170.0,طاابق أرضي مستقل للبيع جعفر2,House,À Vendre,Ariana
3,155.0,tayara,96.0,Très belle affaire à ne pas rater,Appart,À Vendre,Ben Arous
2,190000.0,tayara,100.0,TRÈS BEAU REZ DE CHAUSSÈ S2 A HAMMEM SOUSSE,House,À Vendre,Sousse
-1,5000000.0,tayara,1830.0,A vendre immeuble neuf 1830 m² en R5 à Montplaisir,House,À Vendre,Tunis
2,660000.0,tayara,162.0,A vendre s2 à Gammarth direct promoteur,Appart,À Vendre,Tunis
3,240000.0,tayara,130.0,Appartement à vendre à cité hana Bizerte,Appart,À Vendre,Bizerte
2,315.0,tayara,96.0,S2 a vendre,Appart,À Vendre,Tunis
3,370000.0,tayara,147.0,À vendre appartement s3 haut standing à cité el ghazela,Appart,À Vendre,Ariana
2,230000.0,tayara,117.0,Duplex meublé 117 m² à Kelibia,House,À Vendre,Nabeul
2,550.0,tayara,160.0,A vendre appartement s2 manzah 2,Appart,À Vendre,Tunis
2,520000.0,tayara,76.0,Appartement S2 Haut Standing à la Résidence Folla,Appart,À Vendre,Sousse
5,2200000.0,tayara,950.0,Av. Villa Gammarth Sup.,House,À Vendre,Tunis
2,295000.0,tayara,113.5,Appartement S2 avec une grande terrasse à Sahloul 4,Appart,À Vendre,Sousse
3,415000.0,tayara,160.0,À vendre S3 à Ennasr avec garage,Appart,À Vendre,Ariana
5,750000.0,tayara,244.0,À vendre villa jumelée à ennasr,House,À Vendre,Ariana
4,120.0,tayara,95.0,maison 2 étage,House,À Vendre,Tunis
4,320000.0,tayara,131.0,À Vendre Appartement S4 à El Manar 2,Appart,À Vendre,Tunis
8,800000.0,tayara,413.0,A vendre villa R1 à Rades Melyene,House,À Vendre,Ben Arous
3,338000.0,tayara,150.0,s3 ennaser 338md,Appart,À Vendre,Ariana
3,250000.0,tayara,125.0,A vendre Appt spacieux S3 RDC avec jardin titré Medina Jadida3,Appart,À Vendre,Ben Arous
7,160.0,tayara,100.0,للبيع,House,À Vendre,Tunis
3,280000.0,tayara,140.0,Un étage de villa à vendre s3 au 1ere étage à bayrem ettounsi,House,À Vendre,Tunis
3,530000.0,tayara,168.0,A vendre à Hammamet un appartement S3 avec jardin au RDC,Appart,À Vendre,Tunis
3,320000.0,tayara,128.0,S3 rond point Ghazali direct promoteur,Appart,À Vendre,Sousse
3,510000.0,tayara,190.0,"À vendre: S3 de 140m² avec une terrasse de 50m² à Cité El Wafa, Nabeul.",Appart,À Vendre,Nabeul
2,175000.0,tayara,120.0,Appartements en cours de construction à cité Mirdès Kelibia,Appart,À Vendre,Nabeul
3,360.0,tayara,500.0,Villa à vendre à Sfax,House,À Vendre,Sfax
3,270000.0,tayara,208.0,Maison 208 m² à Kelibia,House,À Vendre,Nabeul
2,205000.0,tayara,85.0,Appartements Haut standing en cours de construction à Hammam ghzeez,Appart,À Vendre,Nabeul
2,140000.0,tayara,90.0,Apparemment meublé sousse s2,Appart,À Vendre,Monastir
2,175000.0,tayara,100.0,Appartement à Vendre à Manzel Jemil Bizerte,Appart,À Vendre,Bizerte
3,400000.0,tayara,269.0,Maison avec piscine en cours de construction à kelibia,House,À Vendre,Nabeul
3,520000.0,tayara,303.0,Villa Diamant pied dans leau,House,À Vendre,Nabeul
3,275.0,tayara,1100.0,للبيع حميم المرناقية منزل 100م2 في ارض 1100م2,House,À Vendre,La Manouba
2,440000.0,tayara,122.5,S2 au centre urbain Nord,Appart,À Vendre,Tunis
2,210000.0,tayara,88.0,av un appartement s2 à enkhilet,Appart,À Vendre,Ariana
2,125000.0,tayara,97.0,Appartement A Vendre Borj Louzir,Appart,À Vendre,Tunis
3,225.0,tayara,93.0,Appartement S2 à Hergla AFH,Appart,À Vendre,Sousse
-1,219999.0,tayara,61.0,Appartement À Vendre S1 Au Ennaser 2,Appart,À Vendre,Ariana
3,850000.0,tayara,250.0,Etage de villa pieds dans leau à plage Menzel temim,House,À Vendre,Nabeul
2,160000.0,tayara,100.0,A vendre appartement S2 à kélibia cité el merdès,Appart,À Vendre,Nabeul
3,300000.0,tayara,156.0,a vendre Appartement S3 jamais habité,House,À Vendre,Tunis
5,270000.0,tayara,238.0,A vendre maison indépendante à kélibia centre ville,House,À Vendre,Nabeul
9,790000.0,tayara,544.0,فيلا في بنعروس,House,À Vendre,Ben Arous
5,480000.0,tayara,365.0,Villa à vendre près de Hammamet sud,House,À Vendre,Nabeul
3,100000.0,tayara,446.0,maison non acheve منزل غير مكتمل,House,À Vendre,La Manouba
4,240.0,tayara,190.0,02 appartement séparé à vendre,Appart,À Vendre,Tunis
3,200000.0,tayara,130.0,Appartements en cours de construction à Sidi Mansour kelibia,Appart,À Vendre,Nabeul
2,630000.0,tayara,743.0,Maison 743 m² à Fatha 2 Kelibia,House,À Vendre,Nabeul
1,160000.0,tayara,77.0,Appartement S2 à Cité El Omrane,Appart,À Vendre,Monastir
4,350000.0,tayara,220.0,للبيع فيلا في دوار هيشر منوبة,House,À Vendre,Tunis
6,750000.0,tayara,600.0,villa route mahdia km 2,House,À Vendre,Sfax
5,500000.0,tayara,798.0,carcasse bon emplacement rte bouzayen et rte tunis,House,À Vendre,Sfax
1,215000.0,tayara,63.0,A vendre s1 a ain zaghouan,Appart,À Vendre,Tunis
4,1599998.0,tayara,587.0,A vendre villa à rénover El Manar 3,House,À Vendre,Tunis
3,1300000.0,tayara,387.0,A vendre villa à démolir 387 m² à Mutuelle ville,House,À Vendre,Tunis
3,703000.0,tayara,140.0,A vendre S3 direct promoteur à Chotrana 2,Appart,À Vendre,Ariana
2,185000.0,tayara,95.0,À VENDRE Appartement S2,Appart,À Vendre,Ariana
3,460000.0,tayara,307.0,Villa à Cité Taamir,House,À Vendre,Sousse
6,2500000.0,tayara,1200.0,Villa à Narjes Kantaoui,House,À Vendre,Sousse
3,250000.0,tayara,140.0,étage de villa à vendre,Appart,À Vendre,Sousse
1111111,300000.0,tayara,634.0,terrain 634 mètres à vendre a Djerba midoun en face de jardin toumana .titre blue .600 mètres à plage (RXWPWH9 Mezraya) maps 53944747,House,À Vendre,Mdenine
2,225000.0,tayara,100.0,S2 avec meuble à khzema,Appart,À Vendre,Sousse
2,498999.0,tayara,146.0,vente ennasr2 grand s2 direct promoteur avec deux suites,Appart,À Vendre,Ariana
5,1111.0,tayara,100.0,Maison a vendre,House,À Vendre,Ben Arous
2,710000.0,tayara,155.0,S2 RDC 155 m² avec terrasse Jardins Carthage,Appart,À Vendre,Tunis
8,668000000.0,tayara,600.0,Terrain avec Villa a Mohamadia (3000m²),House,À Vendre,Tunis
111,111.0,tayara,111.0,خدمات السرور,House,À Vendre,Sfax
3,440000.0,tayara,151.0,A vendre S3 jamais habité,Appart,À Vendre,Sousse
2,370000.0,tayara,170.0,A vendre un étage de villa situé à mrezga 370md,House,À Vendre,Nabeul
2,105.0,tayara,56.0,APPARTEMENT PRES DE LA BANQUE CENTRALE SOUSSE TEL : 55 52 52 55,Appart,À Vendre,Sousse
4,249.0,tayara,133.0,APPARTEMENT PRES DE LA BANQUE CENTRALE SOUSSE TEL : 55 52 52 55,Appart,À Vendre,Sousse
2,260000.0,tayara,120.0,Appartement à Vendre en plein centre ville Bizerte,Appart,À Vendre,Bizerte
3,600.0,tayara,0.0,Duplex,House,À Vendre,Tunis
2,120000.0,tayara,75.0,À VENDRE APPARTEMENT S2 AU 1ER ÉTAGE À RADES SNIT,Appart,À Vendre,Ben Arous
3,450000.0,tayara,430.0,Villa à vendre,House,À Vendre,Sfax
3,170000.0,tayara,60.0,duplex boussalssla,House,À Vendre,Tunis
3,530000.0,tayara,141.0,"À vendre S3 dans une résidence à Cité el Wafa ,Nabeul",Appart,À Vendre,Nabeul
2,490000.0,tayara,104.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
2,410000.0,tayara,109.0,"À vendre: S2 dans une résidence à cité el wafa,Nabeul.",Appart,À Vendre,Nabeul
0,11111111.0,tayara,220.0,"Kélibia , lot de terrain de 220m² à vendre",House,À Vendre,Nabeul
5,300.0,tayara,700.0,villa a vendre,House,À Vendre,Sfax
