chambres,prix,source,surface,titre,type_bien,type_transaction,ville
4,2000.0,immobilier,130.0,Rez de chaussée de villa à la marsa,Appart,À Vendre,Tunis
3,2700.0,immobilier,140.0,S2 meublé à la marsa,Appart,À Vendre,Tunis
2,195000.0,immobilier,60.0,Appartement s1,Appart,À Vendre,Tunis
4,390000.0,immobilier,132.0,Appartement a la marsa,Appart,À Vendre,Tunis
5,5500.0,immobilier,550.0,Villa à gammarth,House,À Vendre,Tunis
2,1000.0,immobilier,70.0,S1 à la marsa,Appart,À Vendre,Tunis
5,6000.0,immobilier,400.0,Duplex à la marsa,House,À Vendre,Tunis
4,6000.0,immobilier,280.0,Appartement vue mer à la marsa,Appart,À Vendre,Tunis
5,8000.0,immobilier,500.0,Villa de très haut standing a la marsa,House,À Vendre,Tunis
5,8500.0,immobilier,564.0,Villa à gammarth,House,À Vendre,Tunis
3,195000.0,immobilier,97.0,Appartement s2 a la soukra,Appart,À Vendre,Ariana
4,1200000.0,immobilier,300.0,Villa moderne à la soukra,House,À Vendre,Ariana
4,1500.0,immobilier,180.0,étage de villa de 170 m²,Appart,À Vendre,Tunis
5,4500.0,immobilier,400.0,Villa à marsa corniche,House,À Vendre,Tunis
3,3000.0,immobilier,100.0,Appartement meublé à la marsa,Appart,À Vendre,Tunis
3,1400.0,immobilier,130.0,S2 à la soukra,Appart,À Vendre,Ariana
4,480000.0,immobilier,175.0,S3 à la marsa,Appart,À Vendre,Tunis
4,1800.0,immobilier,180.0,S3 à la marsa,Appart,À Vendre,Tunis
5,4000.0,immobilier,400.0,Villa s5 à la marsa,House,À Vendre,Tunis
4,5500.0,immobilier,180.0,S3 à la marsa,Appart,À Vendre,Tunis
4,2700.0,immobilier,180.0,Duplex meublé à la marsa,House,À Vendre,Tunis
5,3500.0,immobilier,400.0,Villa avec piscine et jardin-chotrana,House,À Vendre,Ariana
3,950.0,immobilier,130.0,S2 à sidi daoud,Appart,À Vendre,Tunis
3,1800.0,immobilier,90.0,S2 à la marsa,Appart,À Vendre,Tunis
4,2500.0,immobilier,400.0,Appartement-villa meublée à gammarth palace,Appart,À Vendre,Tunis
3,2500.0,immobilier,120.0,Duplex meublé à la marsa,House,À Vendre,Tunis
5,1100000.0,immobilier,200.0,Villa avec vue sur la colline de carthage et la cathédra...,House,À Vendre,Tunis
3,3700.0,immobilier,140.0,Duplex meublé à gammarth,House,À Vendre,
4,2200.0,immobilier,180.0,S3 vue sur lac,Appart,À Vendre,Tunis
4,1600.0,immobilier,160.0,Étage de villa à la marsa,Appart,À Vendre,Tunis
4,3500.0,immobilier,380.0,Rez de jardin dune villa à marsa nessim,House,À Vendre,Tunis
4,700000.0,immobilier,180.0,Duplex s3 à sidi daoud,Appart,À Vendre,Tunis
4,870000.0,immobilier,200.0,Duplex à la marsa,House,À Vendre,Tunis
4,3500.0,immobilier,480.0,S3 meublé à la marsa,Appart,À Vendre,Tunis
3,250000.0,immobilier,128.0,Appartement s2 avec balcon - ennaser 2,Appart,À Vendre,Ariana
5,1700000.0,immobilier,600.0,Villa avec piscine et jardin- menzah 9b,House,À Vendre,Tunis
5,1250000.0,immobilier,360.0,Loft,Appart,À Vendre,Tunis
4,550000.0,immobilier,204.0,S3,Appart,À Vendre,Tunis
3,750000.0,immobilier,135.0,Duplex de 225 m² à la marsa.,House,À Vendre,Tunis
3,350000.0,immobilier,89.0,S2 de 89 m² avec une terasse de 145 m²,Appart,À Vendre,Tunis
4,550000.0,immobilier,195.0,Appartement s3,Appart,À Vendre,Tunis
2,200000.0,immobilier,67.0,S1 à ain zaghouen nord,Appart,À Vendre,Tunis
4,470000.0,immobilier,146.0,"S3 de 169,7m² au jardins de carthage",Appart,À Vendre,Tunis
3,460000.0,immobilier,131.0,S2 de 131 m² au lac 2 vue sur lac,Appart,À Vendre,Tunis
5,720000.0,immobilier,175.0,S3 de 238m² avec vue dégagé,Appart,À Vendre,Tunis
3,2500.0,immobilier,240.0,Villa plain pied à la marsa,House,À Vendre,Tunis
5,850000.0,immobilier,480.0,Villa à gammarth,House,À Vendre,
5,720000.0,immobilier,261.0,Triplex,Appart,À Vendre,Tunis
5,1900000.0,immobilier,942.0,Villa de 942m² à rénover à mutuelleville,House,À Vendre,Tunis
5,733000.0,immobilier,270.0,S4,Appart,À Vendre,Tunis
4,680000.0,immobilier,193.0,S3 au lac 2,Appart,À Vendre,Tunis
4,5000.0,immobilier,600.0,Villa meublé a gammarth supérieur,House,À Vendre,Tunis
5,804000.0,immobilier,267.0,Appartement s4 très haut standing- menzah5,Appart,À Vendre,Ariana
5,550000.0,immobilier,270.0,Triplex,Appart,À Vendre,Tunis
3,450000.0,immobilier,150.0,Appartement s2 très haut standing -menzah5,Appart,À Vendre,Ariana
5,5500.0,immobilier,330.0,Triplex vue sur mer,House,À Vendre,Tunis
3,2500.0,immobilier,120.0,S2 meublé à gammarth,Appart,À Vendre,Tunis
5,472500.0,immobilier,225.0,Appartement s4 de 225 m² neuf promoteur - ennaser 2,Appart,À Vendre,Ariana
5,1600000.0,immobilier,600.0,Villa haut standing avec piscine et jardin - jardins del...,House,À Vendre,Ariana
5,980000.0,immobilier,300.0,Villa avec jardin s4 à ennaser 2,House,À Vendre,Ariana
5,1350000.0,immobilier,375.0,Villa avec jardin- ennasr 2,House,À Vendre,Ariana
2,350000.0,immobilier,110.0,S2 aux berges du lac,Appart,À Vendre,Tunis
3,1650.0,immobilier,129.0,S2 à la marsa,Appart,À Vendre,Tunis
4,1800.0,immobilier,150.0,Rdc à la marsa,Appart,À Vendre,Tunis
3,1650.0,immobilier,129.0,S2 à la marsa,Appart,À Vendre,Tunis
2,270000.0,immobilier,60.0,S1 au cœur du lac 2,Appart,À Vendre,Tunis
3,3500.0,immobilier,140.0,S2 au rdc à gammarth vue sur mer,Appart,À Vendre,Tunis
3,1650.0,immobilier,129.0,S2 à la marsa,Appart,À Vendre,Tunis
4,2100000.0,immobilier,520.0,Triplex s4 à gammarth,Appart,À Vendre,Tunis
3,520000.0,immobilier,160.0,S2 de 160m² au lac 2,Appart,À Vendre,Tunis
5,4000.0,immobilier,350.0,Villa à la marsa,House,À Vendre,Tunis
2,140000.0,immobilier,70.0,Appartement s1- menzah 8,Appart,À Vendre,Ariana
4,2000.0,immobilier,156.0,S3 meublé à gammarth,Appart,À Vendre,Tunis
4,580000.0,immobilier,262.0,S3,Appart,À Vendre,Tunis
2,1000.0,immobilier,60.0,Appartement s1 meublé- ennasr2,Appart,À Vendre,Ariana
5,1050000.0,immobilier,400.0,Villa de 416 m² à gammarth,House,À Vendre,Tunis
3,190000.0,immobilier,90.0,Appartement s2 a ain zaghouan,Appart,À Vendre,Tunis
5,1140000.0,immobilier,420.0,Villa avec piscine à ennasr 2,House,À Vendre,Ariana
5,1200000.0,immobilier,420.0,Villa avec piscine à ennasr 2,House,À Vendre,Ariana
4,425000.0,immobilier,173.0,Appartement s3 haut standing neuf promoteur à ennasr 2,Appart,À Vendre,Ariana
4,780000.0,immobilier,283.0,Duplex s3 neuf haut standing promoteur - ennaser 2,House,À Vendre,Ariana
3,270000.0,immobilier,120.0,S3 de 120 m² coté monoprix la soukra,Appart,À Vendre,Ariana
5,4000.0,immobilier,600.0,Villa a la marsa,House,À Vendre,Tunis
3,700000.0,immobilier,180.0,Duplex à gammarth,House,À Vendre,Tunis
4,450000.0,immobilier,190.0,Appartement s3 de 192 m² neuf promoteur - menzah 9c,Appart,À Vendre,Tunis
3,1500.0,immobilier,90.0,S2 meublé à la marsa,Appart,À Vendre,Tunis
5,495000.0,immobilier,220.0,Appartement s4 de 200m² neuf promoteur- menzah 7 bis,Appart,À Vendre,Ariana
4,393750.0,immobilier,175.0,Appartement s3 de 175m² neuf promoteur- menzah 7 bis,Appart,À Vendre,Ariana
2,270000.0,immobilier,120.0,Appartement s2 de 120m² neuf promoteur- menzah 7 bis,Appart,À Vendre,Ariana
4,3000.0,immobilier,180.0,Duplex meublé en s3 à gammarth.,House,À Vendre,Tunis
5,2000.0,immobilier,200.0,S4 à ain zaghouen nord,Appart,À Vendre,
4,4200.0,immobilier,180.0,For rent s 3 furnished lake view,Appart,À Vendre,Tunis
3,600000.0,immobilier,180.0,S2 de 150 m² avec terrasse vue sur lac,Appart,À Vendre,Tunis
2,1000.0,immobilier,67.0,Appartement s1 au lac2,Appart,À Vendre,Tunis
2,750.0,immobilier,65.0,S1 de 70 m²,Appart,À Vendre,Tunis
5,3500.0,immobilier,280.0,Villa avec jardin a carthage dermech,House,À Vendre,Tunis
5,7000.0,immobilier,800.0,Villa au lac 1,House,À Vendre,Tunis
5,4000.0,immobilier,350.0,Villa avec piscine à la marsa,House,À Vendre,Tunis
4,4200.0,immobilier,180.0,S3 meublé à gammarth,Appart,À Vendre,
4,3500.0,immobilier,180.0,S3 meublé front lac,Appart,À Vendre,Tunis
4,560000.0,immobilier,158.0,Appartement s3 neuf promoteur,Appart,À Vendre,Tunis
5,693000.0,immobilier,207.0,Appartement s4 neuf promoteur,Appart,À Vendre,Tunis
5,3200.0,immobilier,695.0,Villa à ennasr 1,House,À Vendre,Ariana
5,693000.0,immobilier,207.0,Appartement s4 neuf promoteur,Appart,À Vendre,Tunis
5,6000.0,immobilier,450.0,Villa à gammarth,House,À Vendre,Tunis
4,300000.0,immobilier,100.0,S3 de 100m² avec une terrasse de 78 m²,Appart,À Vendre,Tunis
5,654000.0,immobilier,198.0,Appartement s4 neuf promoteur,Appart,À Vendre,Tunis
3,2500.0,immobilier,98.0,S2 meublé à la marsa,Appart,À Vendre,Tunis
5,2000000.0,immobilier,500.0,Villa de très haut standing a la marsa,House,À Vendre,Tunis
2,270000.0,immobilier,87.0,Appartement s1,Appart,À Vendre,Tunis
3,2800.0,immobilier,137.0,S2 au lac deux avec 150m² jardin,Appart,À Vendre,Tunis
4,2400.0,immobilier,137.0,Bureau de 137.2 au lac 2,Appart,À Vendre,Tunis
4,2500.0,immobilier,150.0,S3 vue sur lac,Appart,À Vendre,Tunis
5,4800.0,immobilier,300.0,Belle villa à la marsa,House,À Vendre,Tunis
5,650000.0,immobilier,190.0,S4 au lac 2,Appart,À Vendre,Tunis
4,650000.0,immobilier,130.0,Appartement à la marsa cube,Appart,À Vendre,Tunis
5,740000.0,immobilier,240.0,Duplex s3 à ennasr2,House,À Vendre,Ariana
2,2500.0,immobilier,80.0,S1 avec grand jardin et piscine avec une vue sur mer,Appart,À Vendre,Tunis
5,2200.0,immobilier,900.0,Villa 200 m² sur un terrain de 900 m² en plain pied,House,À Vendre,Tunis
4,1500000.0,immobilier,350.0,Villa à la marsa,Appart,À Vendre,Tunis
2,1150.0,immobilier,90.0,S1 meublé a carthage byrsa,Appart,À Vendre,Tunis
4,2500.0,immobilier,260.0,étage de villa s3 meublé à menzah 5,Appart,À Vendre,Ariana
3,1700.0,immobilier,125.0,Étage de villa s2 à menzah 5,Appart,À Vendre,Ariana
4,2500.0,immobilier,180.0,S3 de 180m²,Appart,À Vendre,Tunis
2,1200.0,immobilier,70.0,S1 meublé à la goulette,Appart,À Vendre,
4,4000.0,immobilier,190.0,S3 luxueusement meublée au lac 2,Appart,À Vendre,Tunis
4,3500.0,immobilier,350.0,S3 meublé à la goulette,Appart,À Vendre,Tunis
5,10000.0,immobilier,400.0,Villa vue sur mer à gammarth supérieur,House,À Vendre,Tunis
5,1150000.0,immobilier,400.0,Villa haut standing avec piscine- le bardo,House,À Vendre,Tunis
5,3000.0,immobilier,180.0,S4 de 200m² avec vue degagé,Appart,À Vendre,Tunis
4,2600.0,immobilier,190.0,S3 neuf au lac 2 sur le grand boulevard,Appart,À Vendre,Tunis
4,305000.0,immobilier,135.0,Appartement s3 à menzah 1,Appart,À Vendre,Tunis
4,1500.0,immobilier,140.0,S3 au lac 2,Appart,À Vendre,Tunis
4,625000.0,immobilier,230.0,Appartement s3 neuf promoteur de 230 m²,Appart,À Vendre,Tunis
3,1600.0,immobilier,116.0,S2 de 116m² au lac deux,Appart,À Vendre,Tunis
2,155000.0,immobilier,70.0,Coquet appartement s1 au rdc-menzah 7bis,Appart,À Vendre,Ariana
4,2500.0,immobilier,180.0,S3 avec piscine,Appart,À Vendre,Tunis
4,600000.0,immobilier,243.0,Duplex s3 a ain zaghouan nord meublé ou vide,House,À Vendre,Tunis
3,2000.0,immobilier,140.0,S2 à la marsa,Appart,À Vendre,Tunis
4,2500.0,immobilier,200.0,étage de villa à ain zaghouan nord,House,À Vendre,
5,3000.0,immobilier,350.0,Duplex s4,Appart,À Vendre,Tunis
5,1700.0,immobilier,230.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
3,1800.0,immobilier,100.0,S2 à la marsa,Appart,À Vendre,Tunis
4,2500.0,immobilier,190.0,S3,Appart,À Vendre,Tunis
5,2500.0,immobilier,350.0,S5 a jardin de carthage,Appart,À Vendre,Tunis
4,1500.0,immobilier,140.0,S3 à ain zaghouen nord,Appart,À Vendre,
4,3500.0,immobilier,350.0,Villa à la marsa,House,À Vendre,Tunis
3,440000.0,immobilier,127.0,S2 de 128m²,Appart,À Vendre,Tunis
4,1200.0,immobilier,160.0,étage de villa a jardin de carthage,Appart,À Vendre,Tunis
2,1600.0,immobilier,80.0,S1 meublé au lac deux,Appart,À Vendre,Tunis
3,1100.0,immobilier,136.0,S2 à la marsa,Appart,À Vendre,Tunis
5,6000.0,immobilier,540.0,Villa meublé a carthage dermech,House,À Vendre,Tunis
4,1200000.0,immobilier,155.0,Villa de 155 m² sur un terrain de 325 m² a salambo,House,À Vendre,Tunis
2,1300.0,immobilier,54.0,S1 meublé au lac deux,Appart,À Vendre,Tunis
5,3500.0,immobilier,160.0,Duplex avec piscine au lac deux,Appart,À Vendre,Tunis
5,4500.0,immobilier,500.0,Villa s5 a la marsa,House,À Vendre,Tunis
5,700000.0,immobilier,240.0,S4 de 240m²,Appart,À Vendre,Tunis
5,1490000.0,immobilier,600.0,Villa avec piscine à menzah 8,House,À Vendre,Ariana
5,1600000.0,immobilier,850.0,Villa avec jardin -menzah 5,House,À Vendre,Ariana
5,3500.0,immobilier,600.0,Villa s4 au lac 2,House,À Vendre,Tunis
4,1200.0,immobilier,130.0,S3 à ain zaghouen nord,Appart,À Vendre,
3,4500.0,immobilier,400.0,Magnifique villa a la marsa gammarth sup,House,À Vendre,Tunis
5,8000.0,immobilier,600.0,Villa au lac 2,House,À Vendre,Tunis
5,1050000.0,immobilier,370.0,Villa moderne à menzah 5,House,À Vendre,Ariana
3,900000.0,immobilier,419.0,Villa avec jardin-mutuelleville,House,À Vendre,Tunis
5,10000.0,immobilier,500.0,Villa à la marsa,House,À Vendre,Tunis
3,285000.0,immobilier,122.0,Appartement s2 dar fadhal,Appart,À Vendre,Ariana
3,406000.0,immobilier,145.0,Appartement s2,Appart,À Vendre,Tunis
5,1400.0,immobilier,170.0,Rez de chaussé de villa pour jardin denfant,Appart,À Vendre,Tunis
3,290000.0,immobilier,80.0,S2 au lac 2,Appart,À Vendre,Tunis
4,4200.0,immobilier,160.0,S3 meublé à la marsa,Appart,À Vendre,Tunis
5,5000.0,immobilier,350.0,Villa à gammarth,House,À Vendre,
5,4500.0,immobilier,250.0,Duplex à la marsa,House,À Vendre,Tunis
3,2300.0,immobilier,150.0,Duplex s2 à cite el wifek la marsa,Appart,À Vendre,Tunis
5,1700.0,immobilier,225.0,Rdc s4 à marsa ville,Appart,À Vendre,Tunis
4,2800.0,immobilier,110.0,S3 à la marsa,Appart,À Vendre,Tunis
5,1400000.0,immobilier,450.0,Villa avec jardin - menzah 9a,House,À Vendre,Tunis
5,2800.0,immobilier,350.0,Appartement s5 à la marsa,Appart,À Vendre,Tunis
2,1400.0,immobilier,78.0,S1 meublé de 75 m²,Appart,À Vendre,Tunis
4,2800.0,immobilier,168.0,S3 neuf au lac 2,Appart,À Vendre,Tunis
3,2000.0,immobilier,135.0,S2 neuf au lac 2,Appart,À Vendre,Tunis
4,6000.0,immobilier,320.0,S3 avec piscine au lac 2,Appart,À Vendre,Tunis
5,1331000.0,immobilier,317.0,Villa à la soukra,House,À Vendre,Ariana
4,2400.0,immobilier,176.0,S3 au lac 2 a coté de tunisia-mall,Appart,À Vendre,Tunis
4,2200.0,immobilier,180.0,S3 de 190 m² au lac 2,Appart,À Vendre,Tunis
4,2500.0,immobilier,235.0,S3 neuf au lac 2 avenue de la bourse,Appart,À Vendre,Tunis
4,530000.0,immobilier,174.0,Appartement neuf s3 haut standing,Appart,À Vendre,Tunis
3,395500.0,immobilier,128.0,Appartement neuf s2 haut standing,Appart,À Vendre,Tunis
4,3000.0,immobilier,250.0,Charmante villa meublé plein pied à carthage hannibal,House,À Vendre,Tunis
3,2500.0,immobilier,115.0,Appartement meublé en s2 à la marsa,Appart,À Vendre,Tunis
2,380000.0,immobilier,90.0,S1 à la marsa,Appart,À Vendre,Tunis
3,1500.0,immobilier,132.0,S2 neuf au lac 2,Appart,À Vendre,Tunis
3,420000.0,immobilier,131.0,S2 de 132 m² avec jardin au jardin de carhage,Appart,À Vendre,Tunis
3,1300.0,immobilier,131.0,S2 de 132 m² avec jardin au jardin de carhage,Appart,À Vendre,Tunis
3,1300.0,immobilier,131.0,S2 de 132 m² avec jardin au jardin de carhage,Appart,À Vendre,Tunis
4,3000.0,immobilier,140.0,S3 meublé à marsa saada à coté du lycée cailloux,Appart,À Vendre,Tunis
2,1500.0,immobilier,80.0,S1 meublé à la marsa,Appart,À Vendre,Tunis
4,1350.0,immobilier,170.0,S3 de 167m²,Appart,À Vendre,Tunis
5,3468367.0,immobilier,700.0,Villa de 700 m² à el menzah 5 avec piscine,House,À Vendre,Ariana
4,2000.0,immobilier,180.0,Villa jumelée à la marsa,House,À Vendre,Tunis
4,4500.0,immobilier,240.0,"Appartement - berges du lac 1, la marsa, tunis",Appart,À Vendre,Tunis
4,4000.0,immobilier,260.0,"Appartement - berges du lac 1, la marsa, tunis",Appart,À Vendre,Tunis
5,4500.0,immobilier,500.0,Villa à la marsa,House,À Vendre,Tunis
4,2200.0,immobilier,140.0,Appartement s3 meublé à ennasr 2,Appart,À Vendre,Ariana
5,980000.0,immobilier,250.0,S4 neuf vue lac,Appart,À Vendre,Tunis
4,3500.0,immobilier,250.0,Joli duplex aux jardin de carthage,House,À Vendre,Tunis
3,410000.0,immobilier,156.0,S2 de 156m²,Appart,À Vendre,Tunis
4,2000.0,immobilier,190.0,S3 de 190 m² au lac 2,Appart,À Vendre,Tunis
3,600000.0,immobilier,128.0,Duplex à gammarth,House,À Vendre,
4,265000.0,immobilier,100.0,Appartement s3 - ennasr 1,Appart,À Vendre,Ariana
4,3200.0,immobilier,250.0,Magnifique s3,Appart,À Vendre,Tunis
5,1300000.0,immobilier,200.0,Duplex à gammarth superieur,House,À Vendre,
5,3000.0,immobilier,350.0,Villa à la soukra,House,À Vendre,Ariana
5,450000.0,immobilier,232.0,Duplex à la soukra,House,À Vendre,Ariana
5,514500.0,immobilier,245.0,S4 à la soukra,Appart,À Vendre,Ariana
5,500000.0,immobilier,139.0,Appartement s4,Appart,À Vendre,Tunis
2,165000.0,immobilier,74.0,Appartement s1 à la soukra,Appart,À Vendre,Ariana
4,1500.0,immobilier,170.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
4,5000.0,immobilier,450.0,Maison à gammarth,House,À Vendre,
4,1700.0,immobilier,180.0,Rdc,Appart,À Vendre,Tunis
4,2500.0,immobilier,200.0,S3 de 200m² aux jardins du lac,Appart,À Vendre,Tunis
5,2500.0,immobilier,260.0,Spacieux s4,Appart,À Vendre,Tunis
4,3500.0,immobilier,170.0,Duplex à la marsa cité les pins,House,À Vendre,Tunis
5,650000.0,immobilier,227.0,S4 de 280m² avec 30m² terasse,Appart,À Vendre,Tunis
3,2500.0,immobilier,130.0,S2 usage bureautique à la marsa,Appart,À Vendre,Tunis
5,7000.0,immobilier,450.0,Villa de 600 m² a la marsa,House,À Vendre,Tunis
4,460000.0,immobilier,172.0,Appartement s3 jardins de carthage,Appart,À Vendre,Tunis
5,580000.0,immobilier,190.0,Appartement s4 à ennasr2,Appart,À Vendre,Ariana
4,480000.0,immobilier,151.0,Appartement s3 haut standing à ennasr 2,Appart,À Vendre,Ariana
5,2500.0,immobilier,800.0,Villa à la soukra,House,À Vendre,Ariana
3,1100.0,immobilier,125.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
3,1500.0,immobilier,156.0,Magnifique s2,Appart,À Vendre,Tunis
4,3200.0,immobilier,200.0,S3 de 340 m² a gammarth,Appart,À Vendre,Tunis
4,460000.0,immobilier,166.0,Appartement s3 jardins de carthage.,Appart,À Vendre,Tunis
4,2700.0,immobilier,180.0,S3 à la marsa,Appart,À Vendre,Tunis
4,3500.0,immobilier,300.0,S3 avec piscine au lac 2,Appart,À Vendre,Tunis
5,3200.0,immobilier,210.0,S4 meublée au lac 2,Appart,À Vendre,Tunis
5,502000.0,immobilier,212.0,S4 à ain zaghouen nord,Appart,À Vendre,
5,2500.0,immobilier,220.0,S4 de 220 m²au lac 2,Appart,À Vendre,Tunis
2,1100.0,immobilier,74.0,Appartement s1 meublé à menzah 9c,Appart,À Vendre,Tunis
5,2500.0,immobilier,250.0,Penthouse à la marsa,Appart,À Vendre,Tunis
3,1500.0,immobilier,130.0,S2 avec un grand jardin,Appart,À Vendre,Tunis
3,1800.0,immobilier,125.0,S2 de 125m² au lac deux,Appart,À Vendre,Tunis
5,1400000.0,immobilier,276.0,Duplex à la marsa,House,À Vendre,Tunis
3,1200.0,immobilier,125.0,S2 à ain zaghouan nord,Appart,À Vendre,
4,1200000.0,immobilier,270.0,Villa à la marsa cité les pins,House,À Vendre,Tunis
3,2000.0,immobilier,130.0,S2 au lac deux,Appart,À Vendre,Tunis
4,2300.0,immobilier,170.0,S3 de 170m² au lac deux,Appart,À Vendre,Tunis
5,2500.0,immobilier,250.0,Villa jumelée à la marsa,House,À Vendre,Tunis
4,390000.0,immobilier,157.0,Appartement s3 haut standing à menzah 9 c,Appart,À Vendre,Tunis
2,1400.0,immobilier,60.0,Appartement s1 meublé à gammarth golden tulip,Appart,À Vendre,Tunis
4,3200.0,immobilier,145.0,Bureau de 150 m² au lac deux,Appart,À Vendre,Tunis
5,1500.0,immobilier,190.0,S4 de 220m² avec vue,Appart,À Vendre,Tunis
2,1500.0,immobilier,70.0,Bureau a usage médical,Appart,À Vendre,Tunis
4,3000.0,immobilier,190.0,S3 de 195m² au lac 2,Appart,À Vendre,Tunis
4,235000.0,immobilier,156.0,Appartement s3 avec une vue imprenable à menzah 8,Appart,À Vendre,Ariana
3,1050.0,immobilier,110.0,S2 de 115,Appart,À Vendre,Tunis
3,1050.0,immobilier,119.0,S2 à la marsa,Appart,À Vendre,Tunis
4,2000000.0,immobilier,400.0,Villa plein pied de 400m² à la soukra,House,À Vendre,Ariana
2,1300.0,immobilier,67.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
3,1300.0,immobilier,105.0,S2 meublé à ain zaghouen nord,Appart,À Vendre,
4,1700.0,immobilier,160.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
2,1100.0,immobilier,80.0,Joli s1 avec un jardin de 50 m²,Appart,À Vendre,Tunis
5,670000.0,immobilier,234.0,S4,Appart,À Vendre,Tunis
5,1800.0,immobilier,212.0,S4 à ain zaghouen nord,Appart,À Vendre,Tunis
4,323000.0,immobilier,150.0,Appartement s3 neuf promoteur à laouina,Appart,À Vendre,Tunis
3,1600.0,immobilier,115.0,S2 à la marsa,Appart,À Vendre,Tunis
4,950.0,immobilier,181.0,Etage de villa à ain zaghouen nord,House,À Vendre,
3,395000.0,immobilier,146.0,S2 à ain zaghouen nord,Appart,À Vendre,Tunis
3,1200.0,immobilier,120.0,S2 meublé aux jardin de carthage,Appart,À Vendre,Tunis
3,1100.0,immobilier,150.0,S2 à ain zaghouen nord,Appart,À Vendre,
4,1500.0,immobilier,176.0,S3 a coté de tunisia mall,Appart,À Vendre,Tunis
2,1250.0,immobilier,70.0,Bureau de 70m² sur le grand boulevard,Appart,À Vendre,Tunis
4,2000.0,immobilier,173.0,S3 à ain zaghouen nord,Appart,À Vendre,
3,1200.0,immobilier,136.0,S2 aux jardin de carthage,Appart,À Vendre,Tunis
3,1300.0,immobilier,156.0,S2 à ain zaghouen nord,Appart,À Vendre,
4,480000.0,immobilier,181.0,S3 à ain zaghouen nord,Appart,À Vendre,
5,585000.0,immobilier,223.0,S4 à ain zaghouen nord,Appart,À Vendre,
4,540000.0,immobilier,160.0,S3 à ain zaghouen nord,Appart,À Vendre,
5,1600000.0,immobilier,500.0,Villa avec piscine et jardin- menzah 5,House,À Vendre,Ariana
3,1000.0,immobilier,120.0,S2 aux jardin de carthage,Appart,À Vendre,Tunis
4,1300.0,immobilier,160.0,S3 aux jardin de carthage,Appart,À Vendre,Tunis
4,1800.0,immobilier,240.0,"Duplex - ain zaghouan, la marsa, tunis",House,À Vendre,Tunis
4,680000.0,immobilier,242.0,Spacieux triplex aux jardin de carthage,Appart,À Vendre,Tunis
2,235000.0,immobilier,89.0,S1 résidence seville ain zaghouen nord,Appart,À Vendre,
4,340000.0,immobilier,170.0,S3 aux berges du lac 1,Appart,À Vendre,Tunis
4,2500.0,immobilier,120.0,S3 meublé aux berges du lac,Appart,À Vendre,
5,480000.0,immobilier,300.0,Triplex avec jardin- les uv4 menzah 5,Appart,À Vendre,Ariana
4,1700.0,immobilier,170.0,S3 de 170 m² avec une belle vue,Appart,À Vendre,Tunis
4,240000.0,immobilier,140.0,Appartement s3 à carthage salambo,Appart,À Vendre,Tunis
4,510000.0,immobilier,182.0,Joli s3 transformé en s2.,Appart,À Vendre,Tunis
5,750000.0,immobilier,300.0,Triplex avec 3 suites situé à ain zaghouane nord.,Appart,À Vendre,Tunis
4,2800.0,immobilier,240.0,Joli triplex,Appart,À Vendre,Tunis
3,411000.0,immobilier,120.0,S2 de 120m² avec terrasse,Appart,À Vendre,Tunis
4,649000.0,immobilier,180.0,S3 neuf de chez promoteur au lac 2,Appart,À Vendre,Tunis
3,1500.0,immobilier,130.0,S2 neuf au lac 2,Appart,À Vendre,Tunis
5,850000.0,immobilier,420.0,Villa inachevée à ain zaghouan nord,House,À Vendre,Tunis
4,5500.0,immobilier,500.0,Villa à marina gammarth,House,À Vendre,Tunis
5,2000000.0,immobilier,670.0,Villa de maitre avec piscine - manar1,House,À Vendre,Tunis
4,1522248.0,immobilier,312.0,Nouvelle construction lac 2,Appart,À Vendre,Tunis
5,600000.0,immobilier,540.0,Villa jumelée aux jardins del menzah 2,House,À Vendre,Tunis
5,1600.0,immobilier,270.0,S4 avec vue dégagée à la soukra,Appart,À Vendre,Ariana
5,3800.0,immobilier,350.0,S4 de 380 au lac deux,Appart,À Vendre,Tunis
2,1000.0,immobilier,90.0,Loft s1 aux jardin de carthage,Appart,À Vendre,Tunis
3,1600.0,immobilier,135.0,S2 de 135m²,Appart,À Vendre,Tunis
4,1700.0,immobilier,190.0,S3,Appart,À Vendre,Tunis
5,2500.0,immobilier,280.0,Duplex à gammarth superieur,House,À Vendre,Tunis
3,1100.0,immobilier,110.0,S2 de 125m²,Appart,À Vendre,Tunis
4,2900.0,immobilier,200.0,Duplex au lac 2,Appart,À Vendre,Tunis
5,2300.0,immobilier,150.0,Bureaux et plateaux 150 m2 avenue de la bourse,Appart,À Vendre,Tunis
4,1400.0,immobilier,170.0,S3,Appart,À Vendre,Tunis
5,2900000.0,immobilier,660.0,Villa de maÎtre sur artÈre principale - notre dame,House,À Vendre,Tunis
4,1500.0,immobilier,168.0,S3 avec jardin,Appart,À Vendre,Tunis
5,6000.0,immobilier,700.0,Magnifique villa,House,À Vendre,Tunis
5,4500.0,immobilier,700.0,Villa,House,À Vendre,Tunis
