chambres,prix,source,surface,titre,type_bien,type_transaction,ville
6,1200000.0,mubawab,430.0,Fabulous house for sale in Hammamet Nord. 6 lovely rooms. Double glazed windows and reinforced door,House,À Vendre,Hammamet
1,256000.0,mubawab,64.0,"Sale of a lovely apartment in Cité El Wafa. 2 large living areas. With Lift, Balcony",Appart,À Vendre,Nabeul
2,443000.0,mubawab,160.0,Fabulous apartment for sale in Aéroport Tunis Carthage. 3 large living areas. Green areas and lift,Appart,À Vendre,La Soukra
12,1200000.0,mubawab,440.0,"Find your house to buy. 12 rooms. Property with swimming pool, Integrated air conditioning",House,À Vendre,Kélibia
2,524000.0,mubawab,117.0,Beautiful apartment for sale in Cité El Wafa. 3 rooms. Garage and terrace,Appart,À Vendre,Nabeul
3,400000.0,mubawab,130.0,Apartment for sale in Cité El Wafa. Large area 130 m². Garage and terrace,Appart,À Vendre,Nabeul
2,420000.0,mubawab,105.0,Fabulous apartment for sale in Cité El Wafa. Dimension 105 m². Double glazing and reinforced door,Appart,À Vendre,Nabeul
2,280000.0,mubawab,106.0,Apartment to purchase in Nabeul. Small area 106 m². With lift and terrace,Appart,À Vendre,Nabeul
2,395000.0,mubawab,104.0,"Apartment for sale in Cité El Wafa. 2 lovely rooms. Caretaker service available, beautiful Swimming pool",Appart,À Vendre,Nabeul
1,700000.0,mubawab,180.0,"Apartment for sale in Hammamet. Large area 180 m². Carpark, Balcony",Appart,À Vendre,Hammamet
3,1300000.0,mubawab,240.0,High quality villa for sale in Gammarth. Small area 240 m². Air conditioning and swimming pool.,House,À Vendre,La Marsa
3,1350000.0,mubawab,220.0,Fabulous apartment for sale in Les Berges Du Lac 2.4 large living areas. Lift and parking spaces,Appart,À Vendre,La Marsa
8,3900000.0,mubawab,1081.0,Very nice house for sale in Carthage. 8 rooms,House,À Vendre,Carthage
2,525000.0,mubawab,131.0,Sell apartment in Ain Zaghouan Nord. 3 large living areas. Garage and terrace,Appart,À Vendre,La Marsa
3,685000.0,mubawab,204.0,Fabulous house for sale in Hammamet. 3 beautiful rooms. Terrace and garden,House,À Vendre,Hammamet
4,890000.0,mubawab,280.0,Fabulous villa for sale in Hammamet Nord. 4 beautiful rooms. Air conditioning and swimming pool,House,À Vendre,Hammamet
2,559000.0,mubawab,120.0,"Apartment for sale in La Soukra. 2 lovely rooms. Green areas, Parking spaces for cars",Appart,À Vendre,La Soukra
3,950000.0,mubawab,230.0,"Fabulous apartment for sale in La Marsa. 3 beautiful rooms. Private garden, Cellar",Appart,À Vendre,La Marsa
3,1350000.0,mubawab,210.0,"High quality villa for sale in La Marsa. Total area 210 m². Caretaker service available, General air conditioning",House,À Vendre,La Marsa
3,2000000.0,mubawab,450.0,"Luxury Villa for sale in Cité El Moez. Surface area 450 m². Robust door, Air conditioning installation",House,À Vendre,La Marsa
1,335000.0,mubawab,71.0,Apartment to purchase in La Soukra. 2 large living areas. Furnishings,Appart,À Vendre,La Soukra
7,450000.0,mubawab,186.0,Beautiful house for sale in Bab Souika. 8 large living areas. Closed residence,House,À Vendre,Tunis
2,140000.0,mubawab,85.0,Find an apartment to buy in République. Total area 85 m². Fitted kitchen,Appart,À Vendre,Tunis
5,390000.0,mubawab,140.0,"Find your house to buy in Abou El Kacem Chebbi. 6 rooms. Gardeners, Large terrace",House,À Vendre,Tunis
2,310000.0,mubawab,100.0,"Apartment for sale in Neapolis. Surface area 100 m². Secured door, Enclosed residence",Appart,À Vendre,Nabeul
1,250000.0,mubawab,68.0,"Find an apartment to buy in Aouina. 1 room. Secured door, Enclosed residence",Appart,À Vendre,La Marsa
4,630000.0,mubawab,468.0,House for sale. 5 large living areas. Carpark and garden,House,À Vendre,Hergla
2,460000.0,mubawab,104.0,"Sell apartment in Chott Meriem. Small area 104 m². Residence with caretaker, general air conditioning",Appart,À Vendre,Akouda
10,750000.0,mubawab,600.0,Luxury home for sale in Yasmine Hammamet. 16 large living areas. Property with swimming pool,House,À Vendre,Hammamet
3,350000.0,mubawab,162.0,Beautiful apartment for sale. 1 Room. Air conditioning system,Appart,À Vendre,Sousse Corniche
3,1000000.0,mubawab,250.0,High quality house for sale. 4 comfortable rooms. Garden and terrace,House,À Vendre,Kélibia
4,1050000.0,mubawab,250.0,Fabulous villa for sale in La Soukra. 4 rooms. Parking spaces and beautiful garden,House,À Vendre,La Soukra
2,390000.0,mubawab,116.0,Sell apartment in Aouina. Dimension 116 m². Caretaker service and air conditioning,Appart,À Vendre,La Marsa
1,300000.0,mubawab,70.0,Apartment to purchase in Chotrana 1.1 Room. New furniture,Appart,À Vendre,La Soukra
3,650000.0,mubawab,145.0,"Sale of a lovely apartment in Les Jardins de Carthage. Area of 145 m². Green areas, Balcony",Appart,À Vendre,Le Kram
2,650000.0,mubawab,160.0,Fabulous villa for sale. 5 comfortable rooms. Large swimming pool,House,À Vendre,Kalâa Kebira
2,420000.0,mubawab,177.0,Home to buy. 3 comfortable rooms,House,À Vendre,Khezama Ouest
3,1033000.0,mubawab,173.0,Find an apartment to buy in Les Jardins de Carthage. 2 lovely rooms. Garage and terrace,Appart,À Vendre,Le Kram
2,595000.0,mubawab,110.0,"Beautiful apartment for sale in Les Berges Du Lac 2.3 rooms. Living room with fireplace, General air conditioning System",Appart,À Vendre,Le Kram
1,228000.0,mubawab,50.0,Apartment for sale in Ain Zaghouan. 1 lovely room. Reinforced door and double glazing,Appart,À Vendre,La Marsa
2,360000.0,mubawab,105.0,Beautiful apartment for sale. 3 large living areas. Lift and parking,Appart,À Vendre,Khezama Est
2,425000.0,mubawab,127.0,Sale of a lovely apartment in La Soukra. 2 lovely rooms. Reinforced door and satellite dish,Appart,À Vendre,La Soukra
6,350000.0,mubawab,120.0,Beautiful house for sale. 6 beautiful rooms. Cellar,House,À Vendre,Kélibia
6,1870000.0,mubawab,335.0,House for sale. 6 rooms. Residence with swimming pool,House,À Vendre,La Marsa
2,460000.0,mubawab,120.0,Beautiful apartment for sale in Sousse Corniche. Area of 120 m². Beautiful terrace,Appart,À Vendre,Sousse
3,380000.0,mubawab,130.0,Apartment to purchase in Cité de la Plage. 2 lovely rooms. With lift and terrace,Appart,À Vendre,Khezama Ouest
4,770000.0,mubawab,151.0,House for sale in Cité de la Plage. 4 lovely rooms. Garage and terrace,House,À Vendre,Hammam Sousse
2,260000.0,mubawab,101.0,"Beautiful apartment for sale. Large area 101 m². Carpark, Balcony",Appart,À Vendre,Hergla
1,190000.0,mubawab,36.0,Fabulous apartment for sale in Cité de la Plage. Dimension 36 m². Air conditioning,Appart,À Vendre,Hammam Sousse
2,370000.0,mubawab,120.0,"Apartment to purchase. Large area 120 m². Carpark, Balcony",Appart,À Vendre,Sousse Jaouhara
3,900000.0,mubawab,430.0,"Very nice house for sale in Akouda. 3 lovely rooms. Property with swimming pool, Integrated air conditioning",House,À Vendre,Akouda
1,350000.0,mubawab,45.0,Find an apartment to buy in Cité de la Plage. 1 lovely room. Swimming pool,Appart,À Vendre,Hammam Sousse
3,370000.0,mubawab,74.0,Sell apartment. 3 rooms. Garage and terrace,Appart,À Vendre,Akouda
4,880000.0,mubawab,780.0,House to buy. Area 780 m². Carpark and garden,House,À Vendre,Kalâa Sghira
1,220000.0,mubawab,61.0,Apartment for sale in Cité Ennasr 2. Area of 61 m². Lift and terrace,Appart,À Vendre,Ariana
2,509000.0,mubawab,146.0,Apartment for sale in Cité Ennasr 2.3 large rooms. Caretaker and air conditioning,Appart,À Vendre,Ariana
6,430000.0,mubawab,550.0,House for sale. Surface area 550 m². Gardeners,House,À Vendre,Hergla
3,279900.0,mubawab,134.0,"Apartment for sale in Cité Ennasr 1. Large area 134 m². Green area, Balcony",Appart,À Vendre,Ariana
3,390000.0,mubawab,160.0,"Apartment for sale in El Kantaoui. 4 comfortable rooms. Green areas, Parking spaces for cars",Appart,À Vendre,Hammam Sousse
3,440000.0,mubawab,116.0,Find an apartment to buy in Sahloul. Total area 116 m². Well decorated,Appart,À Vendre,Sahloul
3,1250000.0,mubawab,300.0,"Luxury home for sale in Gammarth. 4 comfortable rooms. Swimming pool, air conditioning",House,À Vendre,La Marsa
7,2000000.0,mubawab,900.0,"High quality house for sale in Borj Touil. Small area 900 m². Fireplace, swimming pool",House,À Vendre,Raoued
2,390000.0,mubawab,135.0,"Find an apartment to buy in Aouina. 2 rooms. Carpark, Balcony",Appart,À Vendre,La Marsa
4,1850000.0,mubawab,405.0,Fabulous villa for sale in La Marsa. Area 405 m². Green area,House,À Vendre,La Marsa
3,450000.0,mubawab,135.0,Sale of a lovely apartment in Hammamet Nord. Surface area 135 m². Swimming pool and air conditioning,Appart,À Vendre,Hammamet
4,830000.0,mubawab,320.0,Magnificent villa for sale in Hammamet Sud. Small area 320 m². Central heating and reinforced door,House,À Vendre,Hammamet
1,217600.0,mubawab,68.0,"Find an apartment to buy in Sahloul. Large area 68 m². General satellite dish system, On site security",Appart,À Vendre,Sahloul
3,370000.0,mubawab,147.0,Find an apartment to buy in Cité el Ghazela. 3 rooms. Parking spaces and terrace,Appart,À Vendre,Raoued
3,380000.0,mubawab,175.0,Apartment for sale in Aouina. Dimension 175 m². Parking spaces and terrace,Appart,À Vendre,La Marsa
3,450000.0,mubawab,145.0,House for sale in Hammamet Sud. Small area 145 m². Green area,House,À Vendre,Hammamet
6,1150000.0,mubawab,590.0,Magnificent villa for sale in Hammamet. 6 rooms. Attic,House,À Vendre,Hammamet
2,450000.0,mubawab,130.0,Sell apartment in Cité El Wafa. 3 large rooms. With garage and lift,Appart,À Vendre,Nabeul
2,335000.0,mubawab,103.0,"Sale of a lovely apartment in Sidi El Mahrsi. 3 large rooms. Residence with caretaker, general air conditioning",Appart,À Vendre,Nabeul
4,680000.0,mubawab,150.0,Sale of a lovely apartment in Borj Cedria. Small area 150 m². Parking spaces and terrace,Appart,À Vendre,Hammam Chatt
3,400000.0,mubawab,155.0,Very nice house for sale in Ariana. 4 large living areas.,House,À Vendre,Ariana
3,500000.0,mubawab,150.0,Apartment to purchase in Raoued. Small area 150 m². Fitted kitchen.,Appart,À Vendre,Raoued
4,1500000.0,mubawab,459.0,Fabulous villa for sale in El Menzah 5. 5 large rooms. Parking spaces and terrace.,House,À Vendre,Ariana
5,820000.0,mubawab,230.0,"High quality villa for sale in Nouvelle Medina. 8 rooms. Green areas, Balcony",House,À Vendre,Nouvelle Medina
6,750000.0,mubawab,170.0,Very nice house for sale in Rades Plage. 7 comfortable rooms. Large terrace,House,À Vendre,Rades
6,700000.0,mubawab,300.0,House for sale in Ben Arous. 8 large living areas. Well equipped kitchen,House,À Vendre,Ben Arous
2,399000.0,mubawab,108.0,"Sell apartment in La Soukra. Dimension 108 m². Satellite dish, secured residence",Appart,À Vendre,La Soukra
3,495000.0,mubawab,163.0,Apartment to purchase in Chotrana 1. 2 lovely rooms. Parking spaces and terrace.,Appart,À Vendre,La Soukra
3,1800000.0,mubawab,284.0,"Beautiful house for sale in La Marsa. Area of 284 m². Working fireplace, Residence with swimming pool",House,À Vendre,La Marsa
2,150000.0,mubawab,98.0,Find an apartment to buy in El Yasminette. 2 rooms. Parking spaces and terrace,Appart,À Vendre,Nouvelle Medina
2,210000.0,mubawab,90.0,Find an apartment to buy in Nouvelle Medina. 2 lovely rooms. With garage and lift,Appart,À Vendre,Nouvelle Medina
3,650000.0,mubawab,135.0,"Apartment for sale in Neapolis. 4 large living areas. Reinforced door, satellite dish",Appart,À Vendre,Nabeul
1,279000.0,mubawab,61.0,Fabulous apartment for sale in Chotrana 2.2 comfortable rooms. Caretaker and air conditioning,Appart,À Vendre,La Soukra
3,680000.0,mubawab,131.0,"Apartment for sale in Sidi El Mahrsi. Small area 131 m². With Lift, Balcony",Appart,À Vendre,Nabeul
16,1800000.0,mubawab,200.0,Find your house to buy. 16 rooms,House,À Vendre,Gafsa
6,1200000.0,mubawab,474.0,Very nice house for sale in El Menzah 8. 6 rooms.,House,À Vendre,Ariana
5,400000.0,mubawab,380.0,Luxury villa for sale in Raoued. 5 rooms.,House,À Vendre,Raoued
2,404000.0,mubawab,143.0,Fabulous apartment for sale in Ariana. 3 large rooms. Air-conditioned.,Appart,À Vendre,Ariana
3,411000.0,mubawab,147.0,"Beautiful apartment for sale in Ariana. 4 rooms. Cellar, Large terrace.",Appart,À Vendre,Ariana
5,2300000.0,mubawab,460.0,Magnificent villa for sale in El Menzah 5. 5 rooms. Parking spaces and garden.,House,À Vendre,Ariana
5,480000.0,mubawab,330.0,Luxury Villa for sale in Raoued. 5 rooms. Equipped kitchen.,House,À Vendre,Raoued
3,650000.0,mubawab,428.0,"House to buy in Ariana. 4 large living areas. Green areas, Balcony.",House,À Vendre,Ariana
5,520000.0,mubawab,280.0,Splendid villa for sale in Raoued. 5 rooms. Equipped kitchen.,House,À Vendre,Raoued
6,1000000.0,mubawab,500.0,Magnificent villa for sale in Ariana. Dimension 500 m².,House,À Vendre,Ariana
5,1200000.0,mubawab,600.0,Magnificent villa for sale in Les Jardins dEl Menzah 1. 5 beautiful rooms. Parking spaces and terrace.,House,À Vendre,Ariana
5,1200000.0,mubawab,244.0,"Magnificent villa for sale in Cité Jardins. 7 rooms. Green areas, Balcony.",House,À Vendre,Cité El Khadra
3,450000.0,mubawab,350.0,Luxury villa for sale in Raoued. 3 beautiful rooms. Parking spaces and terrace.,House,À Vendre,Raoued
3,850000.0,mubawab,225.0,House for sale in Raoued. 4 large rooms. Terrace and garden.,House,À Vendre,Raoued
5,600000.0,mubawab,625.0,"High quality villa for sale in Raoued. 5 beautiful rooms. Gardeners, Large terrace.",House,À Vendre,Raoued
6,2200000.0,mubawab,500.0,"High quality villa for sale in El Manar 1. 6 beautiful rooms. Private garden, Cellar.",House,À Vendre,El Menzah
4,800000.0,mubawab,135.0,"Apartment to purchase in Bou Mhel. 4 rooms. Gardeners, Large terrace",Appart,À Vendre,Boumhel Bassatine
5,1600000.0,mubawab,700.0,High quality villa for sale in Borj Cedria. Area of 700 m². Terrace and lift,House,À Vendre,Hammam Chatt
6,750000.0,mubawab,370.0,"House for sale in Ezzahra. 7 large living areas. Green area, Balcony",House,À Vendre,Ezzahra
9,2800000.0,mubawab,702.0,"Luxury villa for sale in El Menzah 6. 9 rooms. Carpark, Balcony.",House,À Vendre,Ariana
6,600000.0,mubawab,700.0,Home to buy in Riadh al Andalous. 7 comfortable rooms. Balcony.,House,À Vendre,Ariana
5,690000.0,mubawab,450.0,"Beautiful house for sale in Ariana. 7 large rooms. Cellar, Large terrace.",House,À Vendre,Ariana
9,470000.0,mubawab,150.0,Luxury home for sale in Hammam Lif. 10 large living areas. Carpark and terrace,House,À Vendre,Hammam Lif
2,290000.0,mubawab,200.0,High quality villa for sale in Ariana. 2 beautiful rooms. Parking spaces and terrace,House,À Vendre,Ariana
7,514000.0,mubawab,400.0,"Splendid villa for sale in Raoued. Total area 400 m². Green areas, Balcony",House,À Vendre,Raoued
4,3300000.0,mubawab,500.0,Fabulous house for sale in El Menzah 8. Small area 500 m². Garden and garage,House,À Vendre,Ariana
10,1100000.0,mubawab,600.0,Beautiful house for sale in Nouvelle Medina. 11 comfortable rooms. Garden and terrace,House,À Vendre,Nouvelle Medina
8,1500000.0,mubawab,510.0,"Splendid villa for sale in Radès. 9 large rooms. Green areas, Balcony",House,À Vendre,Rades
5,900000.0,mubawab,500.0,Luxury home for sale. 6 large living areas. Green area,House,À Vendre,Soliman
8,720000.0,mubawab,600.0,High quality house for sale in Rades Plage. 11 large living areas,House,À Vendre,Rades
8,1200000.0,mubawab,505.0,"Home to buy in Hammam Lif. 8 rooms. Green area, Balcony",House,À Vendre,Hammam Lif
6,750000.0,mubawab,240.0,Splendid villa for sale in Borj Cedria. 6 beautiful rooms. Garden and terrace,House,À Vendre,Hammam Chatt
4,700000.0,mubawab,160.0,"Luxury Villa for sale in Cité des Juges. Total area 160 m². Green area, Balcony",House,À Vendre,Raoued
7,900000.0,mubawab,400.0,Fabulous house for sale in Ariana. Area 400 m². Terrace and garden,House,À Vendre,Ariana
5,870000.0,mubawab,470.0,Fabulous apartment for sale in Ariana. 7 large living areas. Carpark and terrace,Appart,À Vendre,Ariana
5,1000000.0,mubawab,511.0,"Luxury home for sale in Rades Mongil. 5 rooms. Green areas, Balcony",House,À Vendre,Rades
3,870000.0,mubawab,260.0,High quality house for sale in Bou Mhel. Dimension 260 m². Terrace and garden,House,À Vendre,Boumhel Bassatine
16,1200000.0,mubawab,768.0,Fabulous apartment for sale in Les Jardins dEl Menzah 1. Total area 768 m². Well equipped kitchen,Appart,À Vendre,Ariana
5,700000.0,mubawab,631.0,Splendid villa for sale in Raoued. 6 comfortable rooms. Beautiful terrace.,House,À Vendre,Raoued
4,800000.0,mubawab,413.0,Beautiful house for sale in Rades Meliane. Small area 413 m². Terrace,House,À Vendre,Rades
3,600000.0,mubawab,200.0,Splendid villa for sale in Ariana. 3 lovely rooms. Balcony.,House,À Vendre,Ariana
4,640000.0,mubawab,740.0,"House to buy in Raoued. Surface area 740 m². Green areas, Balcony",House,À Vendre,Raoued
6,920000.0,mubawab,242.0,"Luxury home for sale in Nouvelle Ariana. Small area 242 m². Green area, Balcony",House,À Vendre,Ariana
7,1200000.0,mubawab,450.0,Splendid villa for sale in Borj Louzir. 8 large rooms. Large balcony,House,À Vendre,La Soukra
6,2000000.0,mubawab,514.0,House for sale in El Menzah 6. 8 large living areas. Garden and garage.,House,À Vendre,Ariana
3,487200.0,mubawab,174.0,"Find an apartment to buy in Ariana. Area 174 m². Carpark, Balcony",Appart,À Vendre,Ariana
6,1750000.0,mubawab,800.0,Find your house to buy in Mutuelle Ville. 6 beautiful rooms. Garage and terrace,House,À Vendre,El Menzah
5,1200000.0,mubawab,240.0,"Luxury home for sale in Nouvelle Ariana. Area of 240 m². Green area, Balcony",House,À Vendre,Ariana
1,205000.0,mubawab,57.0,"Find an apartment to buy in Aouina. 1 lovely room. Residence with caretaker, Large swimming pool",Appart,À Vendre,La Marsa
3,500000.0,mubawab,150.0,High quality house for sale in Mornaguia. 2 rooms. Terrace,House,À Vendre,Mornaguia
2,230000.0,mubawab,101.0,Sell apartment. Area of 100 m². Beautiful terrace,Appart,À Vendre,Kélibia
2,155000.0,mubawab,85.0,Sale of a lovely apartment in Sousse Riadh. Large area 85 m². General air conditioning,Appart,À Vendre,Sousse Riadh
1,200000.0,mubawab,60.0,Fabulous apartment for sale. 2 large rooms. Air conditioning,Appart,À Vendre,Tantana
4,1500000.0,mubawab,700.0,Fabulous house for sale in Houmt Souk. 8 large rooms. Storage unit,House,À Vendre,Houmt Souk
2,330000.0,mubawab,100.0,Sale of a lovely apartment in Sahloul. 3 comfortable rooms. Terrace and lift,Appart,À Vendre,Sahloul
1,190000.0,mubawab,56.0,"Sell apartment in Cité Ennasr 2.2 rooms. Caretaker available, air conditioning system",Appart,À Vendre,Ariana
2,280000.0,mubawab,90.0,Apartment for sale in Aouina. Large area 90 m². Storage unit,Appart,À Vendre,La Marsa
3,700000.0,mubawab,170.0,"Apartment for sale in Chotrana 3.3 large rooms. Reinforced door, security",Appart,À Vendre,La Soukra
3,550000.0,mubawab,500.0,Luxury villa for sale in La Manouba. 3 rooms. Beautiful terrace and garden,House,À Vendre,La Manouba
4,675000.0,mubawab,240.0,High quality house for sale in Hammamet. Surface area 240 m². Double glazed windows and reinforced door,House,À Vendre,Hammamet
3,780000.0,mubawab,250.0,Luxury Villa for sale in Hammamet Sud. Large area 250 m². Double glazing and central heating,House,À Vendre,Hammamet
1,140000.0,mubawab,95.0,Apartment for sale. 1 lovely room.,Appart,À Vendre,Kélibia
2,360000.0,mubawab,130.0,Beautiful apartment for sale in Gammarth. 2 beautiful rooms. Reinforced door and secured residence,Appart,À Vendre,La Marsa
4,570000.0,mubawab,250.0,House for sale in Hammamet. Large area 250 m²,House,À Vendre,Hammamet
1,245000.0,mubawab,65.0,Sell apartment in Cité El Wafa. 2 rooms. Large terrace,Appart,À Vendre,Nabeul
3,683000.0,mubawab,145.0,"Find an apartment to buy in Chotrana 2.3 rooms. Thermal insulation and soundproofing, Secured door",Appart,À Vendre,La Soukra
1,335000.0,mubawab,74.0,"Beautiful apartment for sale in Chotrana 2. Dimension 74 m². General satellite dish system, On site security",Appart,À Vendre,La Soukra
2,464000.0,mubawab,188.0,"Apartment for sale in Cité Les Pins. Total area 188 m². Double glazed window, Central air conditioning",Appart,À Vendre,La Marsa
2,300000.0,mubawab,100.0,Sale of a lovely apartment in Cité El Wafa. Large area 100 m². Large balcony,Appart,À Vendre,Nabeul
4,2500000.0,mubawab,950.0,"Luxury villa for sale in El Kantaoui. 1 Room. Green area, Balcony",House,À Vendre,Hammam Sousse
6,2100000.0,mubawab,400.0,"High quality villa for sale. 6 beautiful rooms. Green areas, Balcony",House,À Vendre,Kélibia
2,390000.0,mubawab,116.0,Apartment for sale in Hammamet Nord. 3 rooms. Parking spaces and terrace,Appart,À Vendre,Hammamet
3,490000.0,mubawab,205.0,Fabulous villa for sale in Houmt Souk. 3 lovely rooms. Garden and garage,House,À Vendre,Houmt Souk
3,350000.0,mubawab,130.0,House for sale in Djerba. 3 rooms. Equipped kitchen,House,À Vendre,Djerba
2,178000.0,mubawab,85.0,Find an apartment to buy. 1 lovely room. Satellite dish,Appart,À Vendre,Hammam El Ghezaz
8,7200000.0,mubawab,5000.0,Luxury Villa for sale in Sidi Salah. 10 large rooms. Terrace and garden,House,À Vendre,La Soukra
5,980000.0,mubawab,640.0,High quality house for sale in Nabeul. Total area 640 m². Beautiful terrace and garden,House,À Vendre,Nabeul
5,470000.0,mubawab,299.0,"Splendid villa for sale in Nabeul. 6 large living areas. Stunning sea view, reinforced door",House,À Vendre,Nabeul
3,420000.0,mubawab,140.0,"Luxury Villa for sale in Chott Meriem. 4 rooms. Stunning sea view, Double glazed window",House,À Vendre,Akouda
2,120000.0,mubawab,65.0,Apartment for sale in Bab Bhar. 2 large rooms. Equipped kitchen,Appart,À Vendre,Tunis
2,400000.0,mubawab,97.0,Sell apartment in Cité El Wafa. Small area 97 m². Attic,Appart,À Vendre,Nabeul
2,600000.0,mubawab,135.0,Sale of a lovely apartment in Hammamet Nord. Area 135 m². Protected neighbourhood,Appart,À Vendre,Hammamet
7,1930000.0,mubawab,1200.0,"Fabulous villa for sale in La Soukra. 7 rooms. Robust door, Air conditioning installation",House,À Vendre,La Soukra
4,1050000.0,mubawab,400.0,High quality villa for sale in Hammamet. Large area 400 m². Beautiful terrace and garden,House,À Vendre,Hammamet
3,600000.0,mubawab,155.0,"Luxury home for sale. Area of 155 m². Large swimming pool, General air conditioning",House,À Vendre,Dar Châabane
4,120000.0,mubawab,999.0,Apartment to purchase in Nabeul. Area of 999 m². Balcony,Appart,À Vendre,Nabeul
4,1600000.0,mubawab,500.0,"Fabulous villa for sale in Aouina. Large area 500 m². Thermal insulation and soundproofing, Secured door",House,À Vendre,La Marsa
4,1090000.0,mubawab,228.0,"House for sale in El Menzah 9. Total area 228 m². Cellar, Large terrace",House,À Vendre,El Menzah
3,370000.0,mubawab,400.0,"House for sale in Houmt Souk. 3 rooms. Green areas, Balcony",House,À Vendre,Houmt Souk
4,890000.0,mubawab,340.0,"Luxury Villa for sale in Hammamet. 5 large rooms. Thermal insulation and soundproofing, Air conditioning installation",House,À Vendre,Hammamet
9,1290000.0,mubawab,600.0,"Splendid villa for sale in El Menzah 9.12 large rooms. Swimming pool, air conditioning",House,À Vendre,El Menzah
3,720000.0,mubawab,220.0,Very nice house for sale in Hammamet. 3 lovely rooms. Beautiful terrace and garden,House,À Vendre,Hammamet
1,160000.0,mubawab,56.0,Fabulous apartment for sale in Bouhssina. 1 room. With lift and terrace,Appart,À Vendre,Sousse
1,259000.0,mubawab,72.0,"Beautiful apartment for sale in La Soukra. Area of 72 m². Carpark, Balcony",Appart,À Vendre,La Soukra
2,350000.0,mubawab,91.0,Houses for rent in Cité El Wafa. 3 rooms. Central heating and reinforced door,Appart,À Vendre,Nabeul
2,440000.0,mubawab,130.0,"Apartments for rent in Cité El Wafa. 2 comfortable rooms. Property with swimming pool, Integrated air conditioning",Appart,À Vendre,Nabeul
20,1500000.0,mubawab,800.0,Splendid villa for sale in Le Bardo. Small area 600 m². Reinforced door and satellite dish,House,À Vendre,Le Bardo
2,900000.0,mubawab,144.0,Fabulous apartment for sale. 2 large rooms. Furnished,Appart,À Vendre,Sousse Jaouhara
2,440000.0,mubawab,138.0,"Sale of a lovely apartment in Khezama. 3 large living areas. With Lift, Balcony.",Appart,À Vendre,Khezama Est
4,600000.0,mubawab,161.0,"Apartment for sale. 4 beautiful rooms. Gardeners, Large terrace",Appart,À Vendre,Khezama Est
12,1500000.0,mubawab,667.0,"Home to buy in Hammam Sousse. Area 667 m². Private garden, Cellar",House,À Vendre,Hammam Sousse
4,1010000.0,mubawab,570.0,"Luxury villa for sale. 5 rooms. Secured door, Enclosed residence",House,À Vendre,Khezama Est
3,1500000.0,mubawab,670.0,"Fabulous villa for sale in Sahloul. Small area 670 m². Private garden, Cellar",House,À Vendre,Sahloul
2,230000.0,mubawab,79.0,Apartment for sale. 2 lovely rooms. Large balcony,Appart,À Vendre,Sousse Jaouhara
6,977000.0,mubawab,575.0,Fabulous house for sale in Sousse Ville. Dimension 575 m². Beautiful terrace and garden,House,À Vendre,Sousse
4,540000.0,mubawab,250.0,High quality villa for sale in Akouda. Total area 250 m². Parking spaces and beautiful garden,House,À Vendre,Akouda
6,1100000.0,mubawab,350.0,High quality house for sale in Cité Ennasr 1.6 rooms. Parking spaces and garden,House,À Vendre,Ariana
1,215000.0,mubawab,64.0,Sell apartment in Cité El Wafa. 2 large living areas. Fully furnished,Appart,À Vendre,Nabeul
2,360000.0,mubawab,112.0,Find an apartment to buy in La Soukra. 2 large rooms. Parking spaces and terrace,Appart,À Vendre,La Soukra
3,395000.0,mubawab,265.0,"Fabulous villa for sale. 3 beautiful rooms. Gardeners, Large terrace.",House,À Vendre,Kélibia
2,600000.0,mubawab,112.0,Fabulous apartment for sale in Zone Touristique. 2 rooms. Lift and parking,Appart,À Vendre,Monastir
3,650000.0,mubawab,189.0,Sale of a lovely apartment in Ain Zaghouan Nord. Dimension 189 m². New furniture,Appart,À Vendre,La Marsa
3,950000.0,mubawab,500.0,Luxury villa for sale in La Marsa. 3 beautiful rooms. Cellar,House,À Vendre,La Marsa
7,810000.0,mubawab,690.0,Luxury home for sale in Bhar Lazreg. Area of 690 m². Secured door and central heating,House,À Vendre,La Marsa
7,2550000.0,mubawab,680.0,"Fabulous villa for sale in Cité Les Pins. 7 rooms. Exceptional view of the mountains, reinforced door",House,À Vendre,La Marsa
3,655000.0,mubawab,189.0,Apartment to purchase in Ain Zaghouan Nord. 3 beautiful rooms. Well decorated,Appart,À Vendre,La Marsa
3,693000.0,mubawab,162.0,"Sale of a lovely apartment in La Soukra. 4 large living areas. Robust door, Air conditioning installation",Appart,À Vendre,La Soukra
2,280000.0,mubawab,65.0,Sell apartment in La Marsa. 2 large living areas. Large terrace,Appart,À Vendre,La Marsa
4,1350000.0,mubawab,224.0,Apartment to purchase in Les Jardins de Carthage. Area of 224 m². Terrace and lift,Appart,À Vendre,Le Kram
2,399000.0,mubawab,126.0,Apartment to purchase in La Soukra. Total area 126 m². Garden and terrace,Appart,À Vendre,La Soukra
1,257000.0,mubawab,63.0,Fabulous apartment for sale in Dar Fadhal. Small area 63 m². Double glazing and central heating,Appart,À Vendre,La Soukra
3,1050000.0,mubawab,1000.0,Beautiful house for sale in Sidi Frej. Large area 1000 m². Residence with swimming pool,House,À Vendre,La Soukra
5,650000.0,mubawab,1000.0,"Magnificent villa for sale in Hammamet Nord. Area 1000 m². Carpark, Balcony",House,À Vendre,Hammamet
3,110000.0,mubawab,200.0,Very nice house for sale in Raoued. 3 comfortable rooms,House,À Vendre,Raoued
